Centroids	Abundance	Prevalence
SRS019597.3302-T1-C	0.0574416400048	1
SRS015996.10103-T1-C	0.0240384615384	1
SRS015996.9431-T1-C	0.0411616161616	1
SRS019597.2574-T1-C	0.039296775369	1
SRS015996.2997-T1-C	0.0492785793562	1
SRS015996.2911-T1-C	0.0732430689878	1
SRS015996.10528-T1-C	0.255082546642	1
SRS015996.13669-T1-C	0.0518032786886	1
SRS015996.4526-T1-C	0.0455977757182	1
SRS015996.9909-T1-C	0.042156862745	1
SRS015996.11016-T1-C	0.0298245614036	1
SRS015996.8299-T1-C	0.0609718670076	1
SRS019597.141-T1-C	0.0776497118516	1
SRS015996.15303-T1-C	0.100262467192	1
SRS015996.16231-T1-C	0.0445454545454	1
SRS015996.10468-T1-C	0.0537037037038	1
SRS015996.7962-T1-C	0.0221153846154	1
SRS015996.2561-T1-C	0.0315789473684	1
SRS015996.1789-T1-C	0.135863377609	1
SRS011132.95-T1-C	0.018018018018	1
SRS015996.7713-T1-C	0.0271777003484	1
SRS015996.15602-T1-C	0.0281407035176	1
SRS015996.1765-T1-C	0.0368181818182	1
SRS019597.2361-T1-C	0.0516150969058	1
SRS015996.16269-T1-C	0.124928485983	1
SRS015996.12729-T1-C	0.0552727272728	1
SRS015996.14654-T1-C	0.0455331412104	1
SRS015996.20031-T1-C	0.0449438202248	1
SRS015996.1142-T1-C	0.0295081967214	1
SRS015996.4719-T1-C	0.0286885245902	1
SRS019597.482-T1-C	0.0368283356812	1
SRS015996.11185-T1-C	0.0396551724138	1
SRS015996.8253-T1-C	0.0330383480826	1
SRS019597.607-T1-C	0.0403997385676	1
SRS015996.9622-T1-C	0.0486413043478	1
SRS015996.12574-T1-C	0.025925925926	1
SRS015996.6531-T1-C	0.0353211009174	1
SRS015996.17048-T1-C	0.16466324513	1
SRS015996.7102-T1-C	0.0376811594202	1
SRS015996.10579-T1-C	0.0697247706422	1
SRS015996.13079-T1-C	0.0232394366198	1
SRS015996.11674-T1-C	0.168613652358	1
SRS015996.6911-T1-C	0.0759301442672	1
SRS015996.15392-T1-C	0.0576623376624	1
SRS019597.2778-T1-C	0.0554783184376	1
SRS019597.1423-T1-C	0.0133858267717	1
SRS015996.12279-T1-C	0.036641221374	1
SRS015996.14239-T1-C	0.0317073170732	1
SRS015996.4968-T1-C	0.122292993631	1
SRS015996.705-T1-C	0.0402544823598	1
SRS015996.8510-T1-C	0.118302387268	1
SRS015996.10188-T1-C	0.0219047619048	1
SRS015996.2610-T1-C	0.0772073921972	1
SRS015996.8584-T1-C	0.116561314791	1
SRS019597.2546-T1-C	0.0376463700234	1
SRS015996.13264-T1-C	0.048275862069	1
SRS019597.2604-T1-C	0.0574200624314	1
SRS015996.11531-T1-C	0.0223140495868	1
SRS015996.10584-T1-C	0.0255707762558	1
SRS015996.419-T1-C	0.0393162393162	1
SRS019597.2200-T1-C	0.0327102803738	1
SRS015996.1925-T1-C	0.221739130434	1
SRS015996.17623-T1-C	0.0412478336222	1
SRS015996.8802-T1-C	0.130201342282	1
SRS015996.11819-T1-C	0.0281124497992	1
SRS015996.11391-T1-C	0.0504201680672	1
SRS015996.953-T1-C	0.167701863354	1
SRS015996.11110-T1-C	0.172352835928	1
SRS015996.2154-T1-C	0.028431372549	1
SRS015996.18070-T1-C	0.13646436631	1
SRS015996.15157-T1-C	0.068449197861	1
SRS015996.13038-T1-C	0.0360424028268	1
SRS011132.159-T1-C	0.0725715576241	2
SRS015996.8397-T1-C	0.0515539305302	1
SRS015996.4755-T1-C	0.048167539267	1
UniRef90_D4HB52	0.0626771653544	1
SRS015996.8749-T1-C	0.165618827101	1
SRS019597.384-T1-C	0.03554167798	1
SRS019597.810-T1-C	0.0373011309182	1
SRS015996.2467-T1-C	0.206560559006	1
SRS015996.6950-T1-C	0.0900558659218	1
SRS015996.20653-T1-C	0.0463442069742	1
SRS015996.7817-T1-C	0.0675427069646	1
SRS015996.12901-T1-C	0.0559139784946	1
SRS015996.7795-T1-C	0.125954198473	1
SRS015996.13535-T1-C	0.14	1
SRS015996.4052-T1-C	0.192503597714	1
SRS015996.5118-T1-C	0.215178112399	1
SRS015996.5320-T1-C	0.14387755102	1
SRS015996.20385-T1-C	0.0632470119522	1
SRS015996.9953-T1-C	0.0360975609756	1
SRS015996.3855-T1-C	0.152551020408	1
SRS015996.16982-T1-C	0.0503968253968	1
SRS015996.13748-T1-C	0.0422077922078	1
SRS015996.9241-T1-C	0.0885048835462	1
SRS015996.10819-T1-C	0.31976861167	1
SRS015996.13090-T1-C	0.0315789473684	1
SRS015996.7843-T1-C	0.170803828496	1
SRS015996.10300-T1-C	0.0264150943396	1
SRS015996.16419-T1-C	0.160391952304	1
SRS015996.20537-T1-C	0.0961343225302	1
SRS015996.7861-T1-C	0.050861361772	1
SRS015996.14892-T1-C	0.0294444444444	1
SRS015996.8535-T1-C	0.0513542795232	1
SRS015996.5241-T1-C	0.0714144411474	1
SRS015996.14636-T1-C	0.0248554913294	1
SRS015996.2211-T1-C	0.036	1
SRS015996.14981-T1-C	0.052602739726	1
SRS019597.3266-T1-C	0.0480153240396	1
SRS015996.14474-T1-C	0.140999166038	1
SRS015996.4325-T1-C	0.0204429301534	1
SRS015996.5835-T1-C	0.0506493506494	1
SRS015996.2322-T1-C	0.141516245487	1
SRS015996.16879-T1-C	0.0342052313884	1
SRS015996.1082-T1-C	0.0371541501976	1
SRS011132.12-T1-C	0.014	1
SRS015996.8530-T1-C	0.0395860284606	1
SRS015996.12662-T1-C	0.0278388278388	1
SRS015996.3889-T1-C	0.0635879218472	1
SRS015996.7166-T1-C	0.0636771300448	1
SRS015996.9932-T1-C	0.0312195121952	1
SRS015996.16498-T1-C	0.0341991341992	1
SRS015996.15751-T1-C	0.0720588235294	1
SRS015996.7640-T1-C	0.0182456140351	1
SRS015996.1442-T1-C	0.0401869158878	1
SRS015996.530-T1-C	0.046062052506	1
SRS015996.231-T1-C	0.052814738997	1
SRS015996.15278-T1-C	0.0178947368421	1
SRS015996.18243-T1-C	0.0697947214076	1
SRS015996.1477-T1-C	0.0330871491876	1
SRS019597.2020-T1-C	0.0134513274336	1
SRS015996.7118-T1-C	0.0535641547862	1
SRS015996.17651-T1-C	0.0423407917384	1
SRS015996.1212-T1-C	0.0395480225988	1
SRS019597.347-T1-C	0.0113895216401	1
SRS015996.19410-T1-C	0.0675862068966	1
SRS015996.8418-T1-C	0.0686686686686	1
SRS015996.20176-T1-C	0.12617866005	1
SRS015996.12372-T1-C	0.0324528301886	1
SRS019597.1632-T1-C	0.01	1
SRS015996.13750-T1-C	0.0402597402598	1
SRS015996.11709-T1-C	0.020325203252	1
SRS015996.12652-T1-C	0.0544117647058	1
SRS019597.2898-T1-C	0.038901218129	1
SRS015996.5239-T1-C	0.0714144411474	1
UniRef90_Q6A6K2	0.0526374236536	1
SRS015996.12283-T1-C	0.0396946564886	1
SRS015996.15940-T1-C	0.0788598574822	1
SRS015996.16761-T1-C	0.0288659793814	1
SRS015996.19787-T1-C	0.0557457212714	1
SRS015996.17460-T1-C	0.0377019748654	1
SRS019597.909-T1-C	0.0435592282144	1
SRS015996.15256-T1-C	0.0290237467018	1
SRS015996.6969-T1-C	0.1592760181	1
SRS019597.562-T1-C	0.041625794732	1
SRS015996.17486-T1-C	0.0446428571428	1
SRS015996.12776-T1-C	0.0231884057972	1
SRS015996.1965-T1-C	0.241745092766	1
SRS015996.12921-T1-C	0.0571428571428	1
SRS015996.16891-T1-C	0.181927710843	1
SRS015996.16278-T1-C	0.0374717832958	1
SRS015996.9125-T1-C	0.0492730210016	1
SRS015996.18044-T1-C	0.0413145539906	1
SRS015996.11432-T1-C	0.039330543933	1
SRS015996.16044-T1-C	0.0622950819672	1
SRS015996.9589-T1-C	0.0536755110918	1
SRS015996.20003-T1-C	0.0447612259444	1
SRS015996.11904-T1-C	0.081581036715	1
SRS015996.2948-T1-C	0.135910911809	1
SRS015996.20050-T1-C	0.194810409458	1
SRS015996.6787-T1-C	0.14936416185	1
SRS015996.7832-T1-C	0.0578778135048	1
SRS015996.10357-T1-C	0.0281690140846	1
SRS015996.7586-T1-C	0.059168241966	1
SRS015996.3329-T1-C	0.025	1
SRS015996.4142-T1-C	0.0284697508896	1
SRS015996.8909-T1-C	0.0769109535066	1
SRS019597.3086-T1-C	0.040125663525	1
SRS015996.13654-T1-C	0.0611842105264	1
SRS015996.14669-T1-C	0.0350574712644	1
SRS015996.3742-T1-C	0.259193180692	1
SRS015996.16022-T1-C	0.0291764705882	1
SRS015996.10786-T1-C	0.029596412556	1
SRS015996.19221-T1-C	0.0505307855626	1
SRS015996.18673-T1-C	0.0436129032258	1
SRS015996.11410-T1-C	0.076150627615	1
SRS015996.7748-T1-C	0.12967032967	1
SRS015996.15344-T1-C	0.0506527415144	1
SRS015996.6159-T1-C	0.055633802817	1
SRS015996.4283-T1-C	0.0522895125554	1
SRS015996.20651-T1-C	0.0463442069742	1
SRS015996.2405-T1-C	0.0311041990668	1
SRS015996.2036-T1-C	0.0471641791044	1
SRS015996.737-T1-C	0.108683473389	1
SRS015996.11217-T1-C	0.038626609442	1
SRS019597.992-T1-C	0.0374337221634	1
SRS015996.9776-T1-C	0.0386138613862	1
SRS015996.19715-T1-C	0.0428330522766	1
SRS015996.5275-T1-C	0.109619686801	1
SRS015996.16295-T1-C	0.027415730337	1
SRS015996.18626-T1-C	0.059162303665	1
SRS019597.1407-T1-C	0.0238095238096	1
SRS015996.19744-T1-C	0.0540315876974	1
SRS015996.11309-T1-C	0.014406779661	1
SRS015996.2579-T1-C	0.154397394137	1
SRS015996.5972-T1-C	0.0388185654008	1
SRS015996.10095-T1-C	0.0336538461538	1
SRS019597.997-T1-C	0.0374337221634	1
SRS015996.20370-T1-C	0.0868686868686	1
SRS015996.14124-T1-C	0.126315789474	1
SRS015996.1762-T1-C	0.0235924932976	1
SRS015996.1772-T1-C	0.02996742671	1
SRS015996.16251-T1-C	0.0299319727892	1
SRS015996.12205-T1-C	0.03	1
SRS019597.3206-T1-C	0.0433357116754	1
SRS015996.1249-T1-C	0.03	1
SRS015996.5807-T1-C	0.162183552267	1
SRS015996.17938-T1-C	0.0416	1
SRS015996.3094-T1-C	0.0205882352942	1
SRS015996.10376-T1-C	0.0364485981308	1
SRS015996.7853-T1-C	0.0355263157894	1
SRS015996.2984-T1-C	0.136239782016	1
SRS015996.18104-T1-C	0.0845329249618	1
SRS015996.1917-T1-C	0.0693854748604	1
SRS015996.6961-T1-C	0.117840375587	1
SRS015996.14089-T1-C	0.177570093458	1
SRS015996.11622-T1-C	0.0254098360656	1
SRS015996.9174-T1-C	0.0636981132076	1
SRS015996.1108-T1-C	0.0137457044674	1
SRS015996.15825-T1-C	0.130582524272	1
SRS015996.9384-T1-C	0.0505566470204	1
SRS015996.1208-T1-C	0.0295552367288	1
SRS015996.18560-T1-C	0.0250666666666	1
SRS015996.376-T1-C	0.029003021148	1
SRS015996.17624-T1-C	0.173310225303	1
SRS015996.14556-T1-C	0.0707602339182	1
SRS015996.13985-T1-C	0.111041009464	1
SRS015996.4893-T1-C	0.0423076923076	1
SRS015996.2149-T1-C	0.0275862068966	1
SRS015996.15595-T1-C	0.0221662468514	1
SRS015996.5309-T1-C	0.0262626262626	1
SRS015996.8686-T1-C	0.0232662192394	1
SRS015996.7084-T1-C	0.0530434782608	1
SRS015996.14252-T1-C	0.0310975609756	1
SRS015996.10373-T1-C	0.022429906542	1
SRS015996.7856-T1-C	0.0491228070176	1
SRS015996.19640-T1-C	0.0493368700266	1
SRS015996.10879-T1-C	0.0391111111112	1
SRS015996.20096-T1-C	0.0551952349438	1
SRS019597.2344-T1-C	0.0646867077146	1
SRS015996.16676-T1-C	0.0525210084034	1
SRS015996.9319-T1-C	0.0413008130082	1
SRS015996.8149-T1-C	0.0538529672276	1
SRS015996.3561-T1-C	0.0489361702128	1
SRS015996.4650-T1-C	0.031543624161	1
SRS015996.1175-T1-C	0.0269720101782	1
SRS015996.12139-T1-C	0.0692607003892	1
SRS019597.1188-T1-C	0.0135746606335	1
SRS019597.2322-T1-C	0.0446273830156	1
SRS015996.2934-T1-C	0.0388278388278	1
SRS015996.14520-T1-C	0.03284457478	1
SRS015996.1842-T1-C	0.0956749672346	1
SRS015996.11971-T1-C	0.0393700787402	1
SRS015996.6452-T1-C	0.110344827586	1
SRS015996.20190-T1-C	0.0426650366748	1
SRS015996.4288-T1-C	0.0283261802576	1
SRS015996.10419-T1-C	0.0372093023256	1
SRS015996.7990-T1-C	0.0251396648044	1
SRS015996.4271-T1-C	0.0931596091206	1
SRS019597.91-T1-C	0.0534678065286	1
SRS015996.10591-T1-C	0.027397260274	1
SRS015996.17531-T1-C	0.0400709219858	1
SRS015996.15065-T1-C	0.0341463414634	1
SRS015996.16753-T1-C	0.0521739130434	1
SRS015996.4452-T1-C	0.0409395973154	1
SRS015996.1975-T1-C	0.0565853658536	1
SRS015996.18894-T1-C	0.056662665066	1
SRS015996.18860-T1-C	0.103757575758	1
SRS015996.9108-T1-C	0.039146567718	1
SRS015996.6193-T1-C	0.0312437810946	1
SRS015996.13830-T1-C	0.0567741935484	1
SRS015996.18449-T1-C	0.0495159059474	1
SRS015996.203-T1-C	0.0182410423453	1
SRS015996.250-T1-C	0.018410041841	1
SRS015996.13845-T1-C	0.0996784565916	1
SRS015996.10666-T1-C	0.109090909091	1
SRS015996.19275-T1-C	0.0569948186528	1
SRS015996.2651-T1-C	0.0253308128544	1
SRS015996.20417-T1-C	0.0814779270634	1
SRS019597.1797-T1-C	0.0184357541899	1
SRS015996.2733-T1-C	0.263678125422	1
SRS015996.2677-T1-C	0.129268292683	1
SRS015996.11777-T1-C	0.0346774193548	1
SRS015996.20082-T1-C	0.0552471225458	1
SRS015996.15030-T1-C	0.0234332425068	1
SRS015996.3042-T1-C	0.0713523131672	1
SRS015996.11209-T1-C	0.0772532188842	1
SRS015996.451-T1-C	0.03007518797	1
SRS015996.18348-T1-C	0.059659090909	1
SRS019597.2760-T1-C	0.0551679203932	1
SRS019597.2406-T1-C	0.0566503730384	1
SRS015996.14059-T1-C	0.03375	1
SRS019597.106-T1-C	0.0534678065286	1
SRS015996.17167-T1-C	0.0434285714286	1
SRS015996.3763-T1-C	0.045626784324	1
SRS015996.12466-T1-C	0.0329588014982	1
SRS019597.3255-T1-C	0.0480153240396	1
SRS015996.8525-T1-C	0.238650600781	1
SRS015996.5822-T1-C	0.0440789473684	1
SRS015996.14391-T1-C	0.0716417910448	1
SRS019597.3352-T1-C	0.0574416400048	1
SRS019597.1079-T1-C	0.0116504854369	1
SRS015996.19023-T1-C	0.0295271049596	1
SRS015996.19483-T1-C	0.194070204964	1
SRS015996.13451-T1-C	0.0464646464646	1
SRS015996.19857-T1-C	0.139367001114	1
SRS015996.14469-T1-C	0.150295857988	1
SRS015996.2780-T1-C	0.034716981132	1
SRS015996.5493-T1-C	0.0630303030304	1
SRS015996.15429-T1-C	0.0242268041238	1
SRS019597.828-T1-C	0.0382884134482	1
SRS015996.2131-T1-C	0.0548132922234	1
SRS015996.6118-T1-C	0.0529556650246	1
SRS015996.1221-T1-C	0.0842576028622	1
SRS015996.20616-T1-C	0.0507111935684	1
SRS015996.18064-T1-C	0.0227414330218	1
SRS015996.19408-T1-C	0.0457593688362	1
SRS019597.339-T1-C	0.0311007016842	2
SRS015996.13543-T1-C	0.0386666666666	1
SRS015996.11058-T1-C	0.04192139738	1
SRS015996.4006-T1-C	0.0174757281553	1
SRS015996.7044-T1-C	0.0727709685172	1
SRS015996.3056-T1-C	0.260434090004	1
SRS019597.2450-T1-C	0.0359902794654	1
SRS015996.1638-T1-C	0.028841607565	1
SRS015996.296-T1-C	0.0161943319838	1
SRS015996.2773-T1-C	0.150475725787	1
SRS019597.39-T1-C	0.0462546701782	1
SRS015996.9855-T1-C	0.0147783251232	1
SRS015996.7744-T1-C	0.0435418359058	1
SRS015996.20581-T1-C	0.0762103796586	1
SRS015996.4604-T1-C	0.0518828451882	1
SRS015996.14446-T1-C	0.020178041543	1
SRS015996.18918-T1-C	0.158333333333	1
SRS015996.655-T1-C	0.1321542711	1
SRS015996.13967-T1-C	0.018927444795	1
SRS015996.390-T1-C	0.028947368421	1
SRS019597.2059-T1-C	0.0140089418778	1
SRS015996.7638-T1-C	0.0521440823328	1
SRS019597.1786-T1-C	0.0136752136752	1
SRS015996.11491-T1-C	0.0448132780082	1
SRS015996.10011-T1-C	0.035922330097	1
SRS015996.2455-T1-C	0.027713625866	1
SRS015996.7780-T1-C	0.0543535620052	1
SRS015996.8774-T1-C	0.0347052280312	1
SRS015996.14771-T1-C	0.191525423729	1
SRS015996.12981-T1-C	0.0787234042554	1
SRS015996.13918-T1-C	0.056050955414	1
SRS015996.305-T1-C	0.0214634146342	1
SRS019597.2842-T1-C	0.0581751750736	1
SRS019597.2435-T1-C	0.037698165023	1
SRS015996.11426-T1-C	0.0276150627616	1
SRS015996.8310-T1-C	0.0380434782608	1
SRS015996.19477-T1-C	0.050811843362	1
SRS015996.3402-T1-C	0.056263269639	1
SRS015996.12452-T1-C	0.0375939849624	1
SRS015996.14757-T1-C	0.0373937677054	1
SRS015996.13601-T1-C	0.08940397351	1
SRS015996.12334-T1-C	0.0501901140684	1
SRS015996.16776-T1-C	0.0361396303902	1
SRS019597.3309-T1-C	0.0574416400048	1
SRS015996.13794-T1-C	0.0330097087378	1
SRS015996.4592-T1-C	0.0937704918032	1
SRS015996.10131-T1-C	0.388461538462	1
SRS015996.17425-T1-C	0.0458483754512	1
SRS015996.1497-T1-C	0.0477027027028	1
SRS015996.14224-T1-C	0.0318042813456	1
SRS015996.617-T1-C	0.04	1
SRS015996.7208-T1-C	0.0115702479339	1
SRS015996.12226-T1-C	0.053076923077	1
SRS015996.4913-T1-C	0.0396449704142	1
SRS019597.3117-T1-C	0.0512433002372	1
SRS015996.17513-T1-C	0.0579040852576	1
SRS015996.10996-T1-C	0.069298245614	1
SRS019597.3097-T1-C	0.040125663525	1
SRS015996.6730-T1-C	0.0578773895848	1
SRS015996.18098-T1-C	0.11797235023	1
SRS015996.282-T1-C	0.0274854350686	2
SRS015996.11260-T1-C	0.0367521367522	1
SRS015996.5572-T1-C	0.0443735035914	1
SRS015996.15878-T1-C	0.0413461538462	1
SRS015996.2999-T1-C	0.0390572390572	1
SRS015996.11381-T1-C	0.0310924369748	1
SRS015996.7098-T1-C	0.0611987381704	1
SRS019597.2341-T1-C	0.0646867077146	1
SRS015996.4493-T1-C	0.036032388664	1
SRS019597.968-T1-C	0.0478753541076	1
SRS015996.16043-T1-C	0.056206088993	1
SRS015996.2931-T1-C	0.0514806378132	1
SRS015996.15490-T1-C	0.0936061381074	1
SRS015996.12170-T1-C	0.053488372093	1
SRS015996.9324-T1-C	0.0479166666666	1
SRS015996.14984-T1-C	0.0230136986302	1
SRS015996.10585-T1-C	0.0538812785388	1
SRS015996.12068-T1-C	0.117593823877	1
SRS015996.16149-T1-C	0.123325635104	1
UniRef90_D5V831	0.0574416400048	1
UniRef90_D5V832	0.0512433002372	1
UniRef90_D5V835	0.0374337221634	1
SRS015996.2112-T1-C	0.0675746464118	1
SRS015996.5046-T1-C	0.144244885995	1
SRS015996.17687-T1-C	0.0505119453924	1
SRS015996.14948-T1-C	0.039010989011	1
SRS015996.18964-T1-C	0.142276494386	1
SRS015996.15969-T1-C	0.0407280427548	2
SRS015996.753-T1-C	0.0509844559586	1
SRS015996.11105-T1-C	0.229324987312	1
SRS019597.1124-T1-C	0.0141509433962	1
SRS015996.10304-T1-C	0.0301886792452	1
SRS015996.416-T1-C	0.0244444444444	1
SRS015996.3348-T1-C	0.0611336032388	1
SRS015996.7721-T1-C	0.031906614786	1
SRS015996.589-T1-C	0.029	1
SRS015996.15612-T1-C	0.0245614035088	1
SRS015996.19030-T1-C	0.0471806674338	1
SRS015996.16102-T1-C	0.127441860465	1
SRS015996.11649-T1-C	0.0522448979592	1
UniRef90_U7KI72	0.0727709685172	1
SRS015996.6906-T1-C	0.058690744921	1
SRS015996.1673-T1-C	0.0157142857143	1
SRS015996.6987-T1-C	0.0426966292134	1
SRS015996.7614-T1-C	0.0565573770492	1
SRS015996.15767-T1-C	0.0308068459658	1
SRS015996.1156-T1-C	0.0508474576272	1
SRS019597.1214-T1-C	0.0116071428571	1
SRS015996.7076-T1-C	0.0444055944056	1
SRS015996.19667-T1-C	0.0404163052906	1
SRS015996.6602-T1-C	0.0533936651584	1
SRS015996.11919-T1-C	0.0380952380952	1
SRS019597.156-T1-C	0.0776497118516	1
SRS019597.1637-T1-C	0.0126666666667	1
SRS015996.781-T1-C	0.0305475504322	1
SRS015996.9399-T1-C	0.0592727272728	1
SRS015996.15001-T1-C	0.020218579235	1
SRS015996.7806-T1-C	0.0525835866262	1
SRS019597.163-T1-C	0.0323170731708	1
SRS015996.16532-T1-C	0.0336206896552	1
SRS015996.15120-T1-C	0.190835579515	1
SRS015996.9732-T1-C	0.0338308457712	1
SRS015996.2225-T1-C	0.029268292683	1
SRS019597.1769-T1-C	0.0132947976879	1
SRS015996.543-T1-C	0.0566131025958	1
SRS015996.12907-T1-C	0.0193548387097	1
SRS015996.16962-T1-C	0.0671968190854	1
SRS015996.20453-T1-C	0.052497729337	1
SRS015996.9617-T1-C	0.0435114503816	1
SRS015996.5926-T1-C	0.0297577854672	1
SRS015996.5581-T1-C	0.0304461942258	1
SRS015996.9680-T1-C	0.064	1
SRS015996.3354-T1-C	0.0354354354354	1
SRS019597.695-T1-C	0.0430213160334	1
SRS015996.8025-T1-C	0.0297213622292	1
SRS019597.2389-T1-C	0.0386241810602	1
SRS015996.19475-T1-C	0.0634192932188	1
SRS015996.13096-T1-C	0.0378947368422	1
SRS015996.2015-T1-C	0.0188888888889	1
SRS015996.1070-T1-C	0.145631067961	1
SRS015996.12618-T1-C	0.0612546125462	1
SRS015996.25-T1-C	0.0387527839644	1
SRS015996.13269-T1-C	0.131034482759	1
SRS015996.3566-T1-C	0.0261627906976	1
SRS015996.1147-T1-C	0.0205882352942	1
SRS015996.19896-T1-C	0.0532208588958	1
SRS015996.16480-T1-C	0.0283224400872	1
SRS015996.10981-T1-C	0.079295154185	1
SRS015996.8058-T1-C	0.0484679665738	1
SRS015996.657-T1-C	0.0347826086956	1
SRS015996.10626-T1-C	0.039090909091	1
SRS015996.6225-T1-C	0.090556768559	1
SRS019597.192-T1-C	0.042048050959	1
SRS015996.10938-T1-C	0.230088495576	1
SRS019597.2216-T1-C	0.0359033371692	1
SRS015996.7876-T1-C	0.233350135467	1
SRS015996.20564-T1-C	0.0364705882352	1
SRS015996.15341-T1-C	0.206340917568	1
SRS015996.2695-T1-C	0.0435164835164	1
SRS019597.2896-T1-C	0.038901218129	1
SRS015996.10984-T1-C	0.0581497797356	1
SRS015996.10722-T1-C	0.179669369652	1
SRS015996.905-T1-C	0.100198019802	1
SRS019597.1151-T1-C	0.013023255814	1
SRS019597.307-T1-C	0.0425882261992	1
SRS015996.8871-T1-C	0.0839130434782	1
SRS015996.9594-T1-C	0.247334593572	1
SRS015996.15562-T1-C	0.0212658227848	1
SRS019597.842-T1-C	0.043815627983	1
SRS015996.3092-T1-C	0.0716307692308	1
SRS015996.14903-T1-C	0.0565096952908	1
SRS019597.67-T1-C	0.0534678065286	1
SRS015996.9234-T1-C	0.0624209786936	1
SRS015996.6757-T1-C	0.028927680798	1
UniRef90_G8V9S0	0.0547085201794	1
SRS015996.13199-T1-C	0.0506944444444	1
SRS015996.17028-T1-C	0.163661666782	1
SRS019597.2373-T1-C	0.0360006239276	1
SRS015996.14886-T1-C	0.0783333333334	1
SRS015996.2319-T1-C	0.0505576208178	1
SRS015996.5962-T1-C	0.0565121412804	1
SRS015996.2903-T1-C	0.110022675737	1
SRS015996.14260-T1-C	0.0335365853658	1
SRS019597.2482-T1-C	0.0608714692358	1
SRS015996.12587-T1-C	0.0644444444444	1
SRS015996.19160-T1-C	0.0455337690632	1
SRS015996.14774-T1-C	0.0248587570622	1
SRS015996.9652-T1-C	0.111296605454	1
SRS015996.17489-T1-C	0.0367857142858	1
SRS015996.3277-T1-C	0.156182212581	1
SRS015996.9738-T1-C	0.0338308457712	1
SRS015996.2783-T1-C	0.039	1
SRS015996.1413-T1-C	0.0447653429602	1
SRS015996.18597-T1-C	0.0548812664908	1
SRS015996.12457-T1-C	0.157142857143	1
SRS015996.12670-T1-C	0.0241758241758	1
SRS015996.1634-T1-C	0.096583143508	1
SRS015996.11249-T1-C	0.0461538461538	1
SRS015996.12104-T1-C	0.105836575875	1
SRS015996.14265-T1-C	0.025	1
SRS015996.6267-T1-C	0.0435510887772	1
SRS011132.275-T1-C	0.0095238095238	1
SRS019597.1629-T1-C	0.0127090301003	1
SRS015996.16906-T1-C	0.0196392785571	1
SRS015996.12872-T1-C	0.0172661870504	1
SRS015996.19992-T1-C	0.060458452722	1
SRS019597.3202-T1-C	0.0433357116754	1
SRS015996.675-T1-C	0.0272445820434	1
SRS015996.14897-T1-C	0.248753462604	1
SRS015996.6619-T1-C	0.0245614035088	1
SRS019597.2662-T1-C	0.0380716574424	1
SRS015996.653-T1-C	0.103496503497	1
SRS015996.8497-T1-C	0.072191011236	1
SRS015996.18621-T1-C	0.0471821756226	1
UniRef90_D4HBL6	0.0493617021276	1
SRS015996.17823-T1-C	0.24	1
SRS015996.13153-T1-C	0.0508710801394	1
SRS019597.2845-T1-C	0.0581751750736	1
SRS015996.2712-T1-C	0.093661971831	1
SRS015996.10571-T1-C	0.0247706422018	1
SRS015996.20279-T1-C	0.0689381033504	1
SRS015996.1433-T1-C	0.038629283489	1
SRS015996.17268-T1-C	0.0380597014926	1
SRS015996.8594-T1-C	0.091156462585	1
SRS015996.8290-T1-C	0.037912087912	1
SRS015996.10111-T1-C	0.0192307692308	1
SRS015996.19704-T1-C	0.063481228669	1
SRS015996.18108-T1-C	0.0464122137404	1
SRS019597.1401-T1-C	0.0119521912351	1
SRS015996.18961-T1-C	0.018779342723	1
SRS015996.4298-T1-C	0.071224489796	1
SRS015996.17920-T1-C	0.0584269662922	1
SRS015996.10137-T1-C	0.0545454545454	1
SRS015996.6894-T1-C	0.0507575757576	1
SRS015996.17449-T1-C	0.0428057553956	1
SRS015996.14384-T1-C	0.0329341317366	1
SRS019597.2644-T1-C	0.0345254983946	1
SRS015996.13102-T1-C	0.0364912280702	1
SRS015996.4937-T1-C	0.0363636363636	1
SRS015996.15353-T1-C	0.0193211488251	1
SRS015996.3853-T1-C	0.129962546816	1
SRS015996.14204-T1-C	0.0815950920246	1
SRS015996.20206-T1-C	0.044283121597	1
SRS015996.3506-T1-C	0.212598425196	1
UniRef90_C0WL65	0.102305475504	1
SRS019597.3235-T1-C	0.0480153240396	1
SRS015996.764-T1-C	0.0320241691842	1
SRS015996.5087-T1-C	0.151791530945	1
SRS015996.16092-T1-C	0.0767441860466	1
SRS015996.7680-T1-C	0.183508157651	1
SRS015996.19565-T1-C	0.044647758463	1
SRS015996.10947-T1-C	0.137168141593	1
SRS015996.19240-T1-C	0.0391991570074	1
SRS015996.2926-T1-C	0.0910382945124	1
SRS015996.4523-T1-C	0.0462093862816	1
SRS015996.784-T1-C	0.0914285714286	1
SRS011132.211-T1-C	0.0592001988951	2
SRS015996.7999-T1-C	0.0341137123746	1
SRS015996.20421-T1-C	0.0498803255146	1
SRS015996.14944-T1-C	0.126721763085	1
SRS015996.6797-T1-C	0.0252136752136	1
SRS015996.3837-T1-C	0.0324853228962	1
SRS019597.1970-T1-C	0.016935483871	1
SRS015996.7512-T1-C	0.0519396551724	1
SRS015996.6593-T1-C	0.0521518987342	1
SRS015996.8741-T1-C	0.17025337242	1
SRS015996.14663-T1-C	0.0344827586206	1
SRS015996.11151-T1-C	0.0554112554112	1
