Centroids	Abundance	Prevalence
SRS019597.1937-T1-C	0.0124731182796	1
SRS015996.12973-T1-C	0.0227758007118	1
SRS015996.9047-T1-C	0.0389023405972	1
SRS015996.1096-T1-C	0.0231292517006	1
SRS015996.7269-T1-C	0.0208494208494	1
SRS015996.13173-T1-C	0.0898954703832	1
SRS015996.10076-T1-C	0.0570048309178	1
SRS015996.11936-T1-C	0.0260869565218	1
SRS015996.6415-T1-C	0.0260869565218	1
SRS015996.2046-T1-C	0.0377777777778	1
SRS015996.2360-T1-C	0.0263829787234	1
SRS015996.14542-T1-C	0.0621700879766	1
SRS015996.15380-T1-C	0.0441558441558	1
SRS015996.11682-T1-C	0.0326530612244	1
SRS015996.5401-T1-C	0.0633361558002	1
SRS015996.2038-T1-C	0.198340248963	1
SRS015996.19315-T1-C	0.059695431472	1
SRS015996.4252-T1-C	0.039344262295	1
SRS015996.15546-T1-C	0.046075949367	1
SRS015996.15883-T1-C	0.0509615384616	1
SRS015996.12163-T1-C	0.0410852713178	1
SRS011132.11-T1-C	0.013	1
SRS019597.295-T1-C	0.0425882261992	1
SRS015996.17665-T1-C	0.0237113402062	1
SRS015996.10153-T1-C	0.0755980861244	1
SRS019597.2519-T1-C	0.0390381011868	1
SRS015996.3962-T1-C	0.0610024449878	1
UniRef90_D4HB36	0.0506300114548	1
SRS015996.4793-T1-C	0.0330749354006	1
SRS015996.6192-T1-C	0.0312437810946	1
SRS015996.13222-T1-C	0.0532871972318	1
SRS015996.11106-T1-C	0.132526335951	1
SRS019597.2224-T1-C	0.0478925773964	1
SRS019597.2178-T1-C	0.0475718533202	1
SRS015996.6200-T1-C	0.0248574686432	1
SRS015996.9634-T1-C	0.0620936474798	1
SRS015996.16487-T1-C	0.0569565217392	1
SRS015996.8013-T1-C	0.213439434983	1
SRS015996.5722-T1-C	0.0560834298958	1
SRS019597.2190-T1-C	0.0364593301436	1
SRS015996.7390-T1-C	0.0323308270676	1
SRS015996.15281-T1-C	0.0894736842106	1
SRS015996.13977-T1-C	0.0220820189274	1
SRS019597.2965-T1-C	0.0371632765256	1
SRS015996.942-T1-C	0.0148148148148	1
SRS015996.3907-T1-C	0.0343949044586	1
SRS015996.19177-T1-C	0.0394366197184	1
SRS015996.17630-T1-C	0.180130737089	1
SRS019597.37-T1-C	0.0462546701782	1
SRS015996.6432-T1-C	0.0469987228608	1
UniRef90_U7K3M0	0.0732142857142	1
SRS015996.8259-T1-C	0.0470383275262	1
SRS015996.14058-T1-C	0.03375	1
SRS015996.16823-T1-C	0.133197556008	1
SRS019597.2802-T1-C	0.0515039357764	1
SRS019597.1455-T1-C	0.0168582375479	1
SRS015996.17356-T1-C	0.115963302752	1
SRS019597.1809-T1-C	0.0347491306507	2
SRS015996.9180-T1-C	0.041886945913	1
SRS015996.7363-T1-C	0.026577181208	1
SRS015996.16378-T1-C	0.0274944567628	1
SRS015996.7147-T1-C	0.137024972856	1
SRS015996.16226-T1-C	0.0232346241458	1
SRS015996.18488-T1-C	0.0537517053206	1
SRS015996.19861-T1-C	0.0575214341388	1
SRS015996.2228-T1-C	0.138009049774	1
SRS015996.5279-T1-C	0.321826234296	1
SRS015996.14-T1-C	0.0132075471698	1
SRS015996.1196-T1-C	0.113170731707	1
SRS015996.8338-T1-C	0.0389873417722	1
SRS015996.17229-T1-C	0.0960600375234	1
SRS015996.20332-T1-C	0.0565582371458	1
SRS015996.16223-T1-C	0.219037451602	1
SRS015996.4718-T1-C	0.032967032967	1
SRS015996.2130-T1-C	0.0491803278688	1
SRS015996.12489-T1-C	0.0411985018726	1
SRS015996.19889-T1-C	0.0505003849114	1
SRS015996.4926-T1-C	0.040379403794	1
SRS015996.5031-T1-C	0.0962457337884	1
SRS015996.14277-T1-C	0.0352583586626	1
SRS015996.8024-T1-C	0.0312101910828	1
SRS019597.140-T1-C	0.0776497118516	1
SRS015996.19693-T1-C	0.0544673539518	1
SRS019597.593-T1-C	0.0403997385676	1
SRS015996.8983-T1-C	0.0525821596244	1
SRS015996.17507-T1-C	0.0419928825622	1
SRS015996.5179-T1-C	0.0523636363636	1
SRS015996.12107-T1-C	0.160311284047	1
SRS019597.2138-T1-C	0.0371826371826	1
SRS015996.7121-T1-C	0.0315352697096	1
SRS015996.7489-T1-C	0.0342007434944	1
SRS015996.3515-T1-C	0.134254807692	1
SRS019597.3157-T1-C	0.0433357116754	1
SRS019597.318-T1-C	0.0107936507937	1
SRS015996.7655-T1-C	0.0142857142857	1
SRS015996.18065-T1-C	0.0404984423676	1
SRS015996.12168-T1-C	0.0403100775194	1
SRS015996.16933-T1-C	0.173461077844	1
SRS015996.6715-T1-C	0.0240208877284	1
SRS015996.9296-T1-C	0.189478719934	1
SRS015996.9062-T1-C	0.0203454894434	1
SRS015996.8194-T1-C	0.133240051574	1
SRS015996.9059-T1-C	0.0380952380952	1
SRS015996.15523-T1-C	0.0554707379134	1
SRS015996.7088-T1-C	0.138061465721	1
SRS015996.15599-T1-C	0.070351758794	1
SRS015996.8674-T1-C	0.142559415636	1
SRS015996.11560-T1-C	0.134710743802	1
SRS015996.3185-T1-C	0.0432483474976	1
SRS019597.378-T1-C	0.03554167798	1
SRS015996.1001-T1-C	0.126506024096	1
SRS015996.2797-T1-C	0.0696517412936	1
SRS015996.19449-T1-C	0.0584942084942	1
SRS015996.1659-T1-C	0.0679643146796	1
SRS015996.9541-T1-C	0.0526203208556	1
SRS019597.952-T1-C	0.0478753541076	1
SRS015996.16004-T1-C	0.151529411765	1
SRS015996.12414-T1-C	0.0271698113208	1
SRS015996.6910-T1-C	0.0312393887946	1
SRS015996.2814-T1-C	0.049	1
SRS015996.11675-T1-C	0.0555102040816	1
SRS015996.10176-T1-C	0.0560566188199	2
SRS015996.6387-T1-C	0.0177570093458	1
SRS019597.1509-T1-C	0.0096654275093	1
SRS015996.17927-T1-C	0.0634615384616	1
SRS015996.5732-T1-C	0.0601573345674	1
SRS015996.18687-T1-C	0.039024390244	1
SRS019597.1717-T1-C	0.0146341463415	1
SRS015996.7156-T1-C	0.0533864541832	1
SRS015996.20383-T1-C	0.041616766467	1
SRS015996.19504-T1-C	0.130928711919	1
SRS015996.11730-T1-C	0.333001045161	1
SRS019597.1697-T1-C	0.014375	1
SRS015996.4130-T1-C	0.0343949044586	1
SRS019597.2615-T1-C	0.0415515075376	1
SRS019597.660-T1-C	0.0417896487216	1
SRS015996.2494-T1-C	0.0311435523114	1
SRS015996.3372-T1-C	0.0606896551724	1
SRS015996.2839-T1-C	0.045306122449	1
SRS015996.14846-T1-C	0.0301675977654	1
SRS015996.13040-T1-C	0.0636042402826	1
SRS015996.9710-T1-C	0.043	1
SRS015996.15502-T1-C	0.0484693877552	1
SRS015996.5642-T1-C	0.0950980392156	1
SRS015996.7031-T1-C	0.0730290456432	1
SRS019597.14-T1-C	0.0697968765948	2
SRS015996.12135-T1-C	0.0560311284046	1
SRS015996.11390-T1-C	0.0327731092436	1
SRS019597.2560-T1-C	0.0368963943404	1
SRS015996.1179-T1-C	0.0871088861076	1
SRS019597.148-T1-C	0.0776497118516	1
SRS015996.14677-T1-C	0.0263610315186	1
SRS015996.8534-T1-C	0.10601750547	1
UniRef90_G0DRI4	0.0430842607314	1
SRS015996.17965-T1-C	0.054054054054	1
SRS015996.10643-T1-C	0.0354545454546	1
SRS015996.9320-T1-C	0.0358146067416	1
SRS015996.17290-T1-C	0.0553903345724	1
SRS015996.14547-T1-C	0.0356725146198	1
SRS019597.1930-T1-C	0.0138828633406	1
SRS015996.8351-T1-C	0.0315217391304	1
SRS019597.1924-T1-C	0.0118942731278	1
SRS015996.10749-T1-C	0.277675236212	1
SRS015996.2801-T1-C	0.172049689441	1
SRS015996.15507-T1-C	0.036641221374	1
SRS015996.8688-T1-C	0.0708561020036	1
SRS015996.7034-T1-C	0.12905982906	1
SRS011132.79-T1-C	0.0547990499697	2
SRS019597.2063-T1-C	0.0121212121212	1
SRS015996.2463-T1-C	0.15046854083	1
SRS019597.2516-T1-C	0.0390381011868	1
SRS015996.8708-T1-C	0.0781094527364	1
SRS015996.11370-T1-C	0.18487394958	1
SRS015996.8927-T1-C	0.0541484716158	1
SRS015996.15311-T1-C	0.034554973822	1
SRS015996.14162-T1-C	0.0413580246914	1
SRS015996.7540-T1-C	0.0392307692308	1
SRS015996.18643-T1-C	0.0486979166666	1
SRS015996.1700-T1-C	0.199168343394	1
SRS015996.132-T1-C	0.0145299145299	1
SRS015996.12904-T1-C	0.036559139785	1
SRS015996.18054-T1-C	0.01872074883	1
SRS015996.1948-T1-C	0.0246246246246	1
SRS015996.1060-T1-C	0.0552036199096	1
SRS019597.1018-T1-C	0.0199004975124	1
SRS015996.17012-T1-C	0.071905697446	1
SRS056210.48-T1-C	0.0180064308682	1
SRS015996.18859-T1-C	0.0550303030304	1
SRS015996.10702-T1-C	0.0380090497738	1
SRS015996.13849-T1-C	0.055305466238	1
SRS015996.5463-T1-C	0.0960244648318	1
SRS015996.8164-T1-C	0.211111426386	1
SRS015996.8865-T1-C	0.0476767676768	1
SRS015996.7265-T1-C	0.139244663383	1
SRS016033.42-T1-C	0.023166023166	1
SRS056210.18-T1-C	0.0162162162162	1
SRS015996.19923-T1-C	0.0470852017938	1
SRS015996.19713-T1-C	0.172385232056	1
SRS015996.19795-T1-C	0.0396425670186	1
SRS015996.12505-T1-C	0.0485074626866	1
SRS015996.14929-T1-C	0.0325966850828	1
SRS015996.1157-T1-C	0.0361204013378	1
SRS015996.17233-T1-C	0.0330206378986	1
SRS015996.16638-T1-C	0.0219873150106	1
SRS015996.2530-T1-C	0.0343511450382	1
SRS015996.11193-T1-C	0.0248927038626	1
SRS015996.6997-T1-C	0.043468715697	1
SRS015996.4002-T1-C	0.043598615917	1
SRS015996.13547-T1-C	0.184245261984	1
SRS015996.13719-T1-C	0.0464052287582	1
SRS019597.2912-T1-C	0.0405656759348	1
SRS015996.17601-T1-C	0.0414634146342	1
SRS019597.2927-T1-C	0.0580451557588	1
SRS015996.5238-T1-C	0.062	1
SRS015996.18631-T1-C	0.054046997389	1
SRS015996.17720-T1-C	0.35176300604	1
SRS015996.7908-T1-C	0.0803695150116	1
SRS015996.7932-T1-C	0.285739164291	1
SRS015996.2114-T1-C	0.0587044534412	1
SRS015996.7436-T1-C	0.138218390805	1
SRS019597.2523-T1-C	0.0567780548628	1
SRS015996.16082-T1-C	0.0265734265734	1
SRS015996.15875-T1-C	0.039423076923	1
SRS015996.14006-T1-C	0.0320754716982	1
SRS015996.3381-T1-C	0.051536643026	1
SRS015996.19379-T1-C	0.135586481113	1
SRS015996.7880-T1-C	0.117647058824	1
SRS015996.10345-T1-C	0.162441314554	1
SRS015996.14497-T1-C	0.135294117647	1
SRS015996.8456-T1-C	0.0803662258392	1
SRS015996.2224-T1-C	0.029268292683	1
SRS015996.5475-T1-C	0.0353522867738	1
SRS015996.7287-T1-C	0.114767932489	1
SRS015996.16439-T1-C	0.13978021978	1
SRS015996.20143-T1-C	0.0531109685696	1
SRS015996.9585-T1-C	0.0508041237114	1
SRS015996.19147-T1-C	0.109967141292	1
SRS019597.892-T1-C	0.0435592282144	1
SRS015996.16463-T1-C	0.0301310043668	1
SRS019597.2525-T1-C	0.0567780548628	1
SRS015996.9166-T1-C	0.179716100854	1
SRS015996.18017-T1-C	0.144566929134	1
SRS015996.18097-T1-C	0.0485407066052	1
SRS019597.413-T1-C	0.059229906542	1
SRS015996.2318-T1-C	0.0505576208178	1
SRS015996.6592-T1-C	0.0679035250464	1
SRS015996.10280-T1-C	0.0377358490566	1
SRS015996.12381-T1-C	0.0196226415094	1
SRS015996.16481-T1-C	0.124595476783	1
SRS019597.2655-T1-C	0.0380716574424	1
SRS015996.10874-T1-C	0.0622222222222	1
SRS015996.4425-T1-C	0.0361842105264	1
SRS015996.14797-T1-C	0.030985915493	1
SRS015996.6139-T1-C	0.0193717277487	1
SRS015996.12338-T1-C	0.142205323194	1
SRS015996.4956-T1-C	0.0331081081082	1
SRS015996.11697-T1-C	0.0560975609756	1
SRS019597.1116-T1-C	0.0103773584906	1
SRS015996.12576-T1-C	0.0451851851852	1
SRS015996.17541-T1-C	0.0685512367492	1
SRS015996.12384-T1-C	0.0324528301886	1
SRS015996.6430-T1-C	0.0212962962962	1
SRS015996.11917-T1-C	0.0349206349206	1
SRS015996.19986-T1-C	0.0407460545194	1
SRS015996.2728-T1-C	0.168802228412	1
SRS015996.6271-T1-C	0.0354368932038	1
SRS015996.3673-T1-C	0.030959752322	1
SRS015996.6532-T1-C	0.0401015228426	1
SRS015996.17362-T1-C	0.062385321101	1
SRS015996.16360-T1-C	0.143707957013	1
SRS015996.11148-T1-C	0.0458874458874	1
SRS015996.8563-T1-C	0.119256017505	1
SRS015996.18296-T1-C	0.0466858789626	1
SRS015996.5850-T1-C	0.0267040149394	1
SRS015996.4157-T1-C	0.0723351817622	1
SRS015996.17808-T1-C	0.0430921052632	1
SRS015996.18419-T1-C	0.0526462395544	1
SRS015996.4152-T1-C	0.0311643835616	1
SRS015996.14887-T1-C	0.128333333333	1
SRS015996.20344-T1-C	0.0869022869022	1
SRS015996.10956-T1-C	0.242171353288	1
SRS015996.4282-T1-C	0.173188405797	1
SRS019597.1353-T1-C	0.0172839506173	1
SRS015996.1088-T1-C	0.0372990353698	1
SRS015996.6542-T1-C	0.0409039548022	1
SRS015996.10694-T1-C	0.0190045248869	1
SRS015996.7852-T1-C	0.0308539944904	1
SRS015996.18305-T1-C	0.100862068966	1
SRS015996.1877-T1-C	0.192307692308	1
SRS015996.14748-T1-C	0.0464589235128	1
SRS015996.7938-T1-C	0.0349972572682	1
SRS015996.13145-T1-C	0.0871080139372	1
SRS015996.12409-T1-C	0.0490566037736	1
SRS015996.14608-T1-C	0.0249275362318	1
SRS019597.381-T1-C	0.03554167798	1
SRS015996.6512-T1-C	0.138867379776	1
SRS015996.20573-T1-C	0.0610893556426	1
SRS015996.3938-T1-C	0.0538681948424	1
SRS015996.19492-T1-C	0.043355325165	1
SRS015996.10974-T1-C	0.0264317180616	1
SRS015996.4467-T1-C	0.037885462555	1
SRS015996.13426-T1-C	0.029054054054	1
SRS015996.71-T1-C	0.0303249097472	1
SRS015996.15154-T1-C	0.0545454545454	1
SRS015996.3961-T1-C	0.0610024449878	1
SRS015996.5353-T1-C	0.11867219917	1
SRS019597.300-T1-C	0.0425882261992	1
UniRef90_D5VAF4	0.0498544482992	1
SRS019597.2627-T1-C	0.0346037881716	1
SRS019597.2003-T1-C	0.0143911439114	1
SRS019597.1402-T1-C	0.0215139442232	1
SRS015996.2241-T1-C	0.0458536585366	1
SRS015996.16979-T1-C	0.045634920635	1
SRS015996.1191-T1-C	0.0363896848138	1
SRS015996.6484-T1-C	0.0346260387812	1
SRS015996.4936-T1-C	0.0363636363636	1
SRS015996.14205-T1-C	0.0306748466258	1
SRS019597.2710-T1-C	0.059042849193	1
SRS015996.4019-T1-C	0.149825783972	1
SRS015996.2334-T1-C	0.0224448897796	1
SRS015996.3856-T1-C	0.0442446043166	1
SRS019597.590-T1-C	0.0403997385676	1
SRS016033.6-T1-C	0.0194444444444	1
SRS015996.7299-T1-C	0.0353846153846	1
SRS015996.5922-T1-C	0.181369025792	1
SRS015996.16966-T1-C	0.169008133667	1
SRS015996.17999-T1-C	0.0310126582278	1
SRS015996.2430-T1-C	0.047397260274	1
SRS015996.10841-T1-C	0.03125	1
SRS015996.3885-T1-C	0.0970588235294	1
SRS015996.20660-T1-C	0.0600661886376	1
SRS015996.1670-T1-C	0.063880224579	1
SRS015996.17921-T1-C	0.0461538461538	1
SRS015996.14585-T1-C	0.060058309038	1
SRS015996.9367-T1-C	0.0517647058824	1
SRS015996.16662-T1-C	0.117894736842	1
SRS015996.13231-T1-C	0.0346020761246	1
SRS019597.2645-T1-C	0.0543272456206	1
SRS015996.17553-T1-C	0.0799295774648	1
SRS015996.1253-T1-C	0.138876404494	1
SRS015996.10457-T1-C	0.0296296296296	1
SRS015996.1409-T1-C	0.076494486361	1
SRS019597.1435-T1-C	0.0140077821012	1
SRS015996.5343-T1-C	0.305212765957	1
SRS015996.18378-T1-C	0.205071488198	1
SRS015996.3687-T1-C	0.0446575342466	1
SRS015996.11927-T1-C	0.0555555555556	1
SRS015996.2504-T1-C	0.136979212956	1
SRS015996.10692-T1-C	0.0696832579186	1
SRS015996.7029-T1-C	0.0333848531684	1
SRS015996.1303-T1-C	0.0422119815668	1
SRS015996.12347-T1-C	0.0462121212122	1
SRS015996.8138-T1-C	0.041155234657	1
SRS015996.14554-T1-C	0.0795321637426	1
SRS015996.1715-T1-C	0.175267880983	1
SRS019597.3386-T1-C	0.0574416400048	1
SRS015996.13586-T1-C	0.0305647840532	1
SRS015996.11322-T1-C	0.0322033898306	1
SRS015996.4197-T1-C	0.0391304347826	1
SRS015996.19782-T1-C	0.0528979591836	1
SRS015996.1237-T1-C	0.234396355354	1
SRS015996.5505-T1-C	0.057361376673	1
UniRef90_U7KWK1	0.110415335463	1
