#Centroids	alpha_prevalence_VAGINA	beta_prevalence	mean_abundance	ppanini_score_VAGINA
UniRef90_D3LW53	0.0263157894737	0.0263157894737	50.4204128522	5.04839508327
UniRef90_D3LW52	0.0263157894737	0.0263157894737	22.4992392952	3.04496912192
SRS020349.508	0.131578947368	0.131578947368	381.674620332	15.0341431477
UniRef50_Q98QG9	0.105263157895	0.105263157895	448.542730803	15.8186280369
UniRef50_E3D8W5	0.0263157894737	0.0263157894737	234.818691569	8.71645347654
UniRef90_D3LW58	0.0263157894737	0.0263157894737	41.1468168873	4.71868462613
UniRef50_B2GB33	0.0263157894737	0.0263157894737	24.3813868194	3.37772089491
UniRef50_E3D7Q2	0.105263157895	0.105263157895	93.1730166129	7.34178506512
UniRef50_Q03727	0.368421052632	0.368421052632	525.833168828	17.7339695607
SRS016111.449	0.0263157894737	0.0263157894737	139.908606107	7.22199631338
UniRef90_C7XLJ1	0.473684210526	0.473684210526	410.10995246	16.4668139119
UniRef90_I1YT16	0.0	0.0	0.0	0.230797315623
UniRef90_Q041D2	0.0	0.0	0.0	0.230797315623
UniRef50_D3QZX0	0.0789473684211	0.0789473684211	383.754566688	14.5046984484
UniRef90_Q74KN7	0.0263157894737	0.0263157894737	24.4510965098	3.39425010506
UniRef90_Q042W2	0.0	0.0	0.0	0.230797315623
UniRef90_Q042W3	0.0263157894737	0.0263157894737	23.9440163288	3.29213407477
UniRef90_Q042W1	0.0	0.0	0.0	0.230797315623
UniRef90_Q5FKY0	0.684210526316	0.684210526316	343.99182029	15.2261605929
SRS016111.999	0.210526315789	0.210526315789	104.994440865	7.9462843361
SRS016111.998	0.210526315789	0.210526315789	88.2403026833	7.31397986029
SRS016111.997	0.0789473684211	0.0789473684211	155.207429943	9.48618577427
UniRef50_D0DGJ1	0.0263157894737	0.0263157894737	96.6943619288	6.15277226544
SRS016111.992	0.105263157895	0.105263157895	79.5507595052	6.87830493311
SRS016111.990	0.0263157894737	0.0263157894737	208.150378002	8.50448774558
UniRef90_C2KDU0	0.368421052632	0.368421052632	375.209420231	15.6876907924
UniRef90_Q041D9	0.157894736842	0.157894736842	361.870648133	14.8733107763
UniRef90_C2EUG6	0.0263157894737	0.0263157894737	33.543972187	4.40288429597
UniRef90_C2EUG4	0.0263157894737	0.0263157894737	48.396714974	4.97977296777
UniRef90_C2EUG2	0.0263157894737	0.0263157894737	28.3322392821	3.95190906724
UniRef90_C2EUG3	0.0263157894737	0.0263157894737	28.3322392821	3.95190906724
UniRef90_C4VKP9	0.131578947368	0.131578947368	436.3213281	15.9653855779
UniRef90_A0A096B338	0.0263157894737	0.0263157894737	176.712208341	7.98715586764
UniRef50_Q1GAY6	0.0526315789474	0.0526315789474	18.9225294053	2.65450631799
UniRef90_C4VKP7	0.131578947368	0.131578947368	325.031119464	13.8515577625
UniRef90_C4VKP5	0.0526315789474	0.0526315789474	302.353699816	12.4434833554
UniRef90_T1ZG50	0.0263157894737	0.0263157894737	15.697631218	1.97205654513
UniRef90_Q9PQX8	0.0263157894737	0.0263157894737	31.0639681458	4.22843258401
UniRef90_Q9PQX0	0.0263157894737	0.0263157894737	67.7556815253	5.4562481836
UniRef90_Q9PQX3	0.0263157894737	0.0263157894737	23.6403284265	3.23845362989
UniRef90_Q9PQX5	0.0263157894737	0.0263157894737	38.8151678165	4.64376805525
UniRef90_Q9PQX7	0.0263157894737	0.0263157894737	275.430862536	9.14886972614
UniRef90_Q9PQX6	0.0263157894737	0.0263157894737	38.8151678165	4.64376805525
UniRef90_I4M5A8	0.0263157894737	0.0263157894737	263.359777684	9.0130692007
UniRef90_I4M5A9	0.0263157894737	0.0263157894737	69.2774819586	5.49575090906
UniRef50_H6CJH0	0.0263157894737	0.0263157894737	25.6628471311	3.59141259138
UniRef50_U2WMJ4	0.0263157894737	0.0263157894737	32.1205657018	4.31597557049
UniRef90_E1GUG2	0.0263157894737	0.0263157894737	185.872621107	8.25064296074
UniRef50_A0A080N3K6	0.0263157894737	0.0263157894737	21.7604911265	2.92233607661
UniRef90_I4M5A5	0.0263157894737	0.0263157894737	262.797467182	9.00652520266
UniRef90_E1GUG7	0.0263157894737	0.0263157894737	133.029833548	6.98323191086
UniRef50_E9DM45	0.0263157894737	0.0263157894737	123.644936934	6.7803717245
UniRef50_R7D5S6	0.0263157894737	0.0263157894737	12.5220957941	1.42858412184
UniRef90_W4JN70	0.131578947368	0.131578947368	409.907348558	15.5315565753
UniRef90_E3BT19	0.0789473684211	0.0789473684211	636.439026767	16.3704139365
UniRef90_E3BT18	0.210526315789	0.210526315789	553.24377605	17.403497988
UniRef90_E3BT16	0.315789473684	0.315789473684	515.552912265	17.5759395522
UniRef90_E3BT15	0.184210526316	0.184210526316	564.610126054	17.3887103937
UniRef90_E3BT14	0.315789473684	0.315789473684	522.828497136	17.6401103387
UniRef50_G4AXL6	0.0263157894737	0.0263157894737	314.465272044	9.67027011819
UniRef50_Q8R5Y3	0.0263157894737	0.0263157894737	131.304319603	6.94663624528
UniRef50_J2ZP68	0.0263157894737	0.0263157894737	480.863874027	11.018252048
UniRef50_F1T5D3	0.0263157894737	0.0263157894737	175.628942816	7.95946973499
UniRef50_F1T5D7	0.0263157894737	0.0263157894737	99.0195030475	6.22967239434
UniRef50_C4VLD1	0.0263157894737	0.0263157894737	16.6264348124	2.109239018
UniRef90_C8PBU0	0.210526315789	0.210526315789	469.962455813	16.8736829257
UniRef90_Q9PPZ6	0.0263157894737	0.0263157894737	84.1780780731	5.85335688695
UniRef90_Q9PPZ5	0.0526315789474	0.0526315789474	99.6799026244	7.38616816502
UniRef50_C8WHM4	0.0263157894737	0.0263157894737	22.991280503	3.11655717814
UniRef50_C8WHM6	0.0263157894737	0.0263157894737	17.0153184025	2.17761741884
UniRef50_C8WHM2	0.0263157894737	0.0263157894737	13.7153778639	1.62450698841
UniRef90_C7XKD5	0.5	0.5	406.385973346	16.4866670374
UniRef90_C2EM43	0.0263157894737	0.0263157894737	188.989715138	8.29661442101
UniRef50_S4HF01	0.0789473684211	0.0789473684211	153.879038901	9.45087599912
UniRef90_B5ZB32	0.0263157894737	0.0263157894737	37.1756273291	4.56709513784
UniRef90_D2RCL3	0.105263157895	0.105263157895	149.778678078	9.44874512087
UniRef50_D3ICN4	0.0263157894737	0.0263157894737	134.533828787	7.058546311
UniRef90_E1GW60	0.0263157894737	0.0263157894737	161.872739204	7.68531243346
UniRef50_E3RBM4	0.0263157894737	0.0263157894737	31.297491993	4.24479535504
UniRef90_E1GW62	0.0263157894737	0.0263157894737	161.872739204	7.68531243346
UniRef90_E1GW63	0.0263157894737	0.0263157894737	161.872739204	7.68531243346
UniRef50_E3RBM8	0.0526315789474	0.0526315789474	280.25526603	11.9381622005
UniRef90_C2ET72	0.0263157894737	0.0263157894737	28.3973844811	3.95907615357
UniRef90_E1NU33	0.289473684211	0.289473684211	488.672289975	17.2905747429
UniRef90_D5H087	0.473684210526	0.473684210526	475.241782735	17.4226911494
UniRef90_D5H086	0.473684210526	0.473684210526	447.605565973	17.0916107892
UniRef90_D5H085	0.447368421053	0.447368421053	491.886514267	17.5473372159
UniRef90_D5H084	0.0263157894737	0.0263157894737	279.693113334	9.20117903025
UniRef90_D5H082	0.631578947368	0.631578947368	497.209528832	17.8184500826
UniRef90_D5H081	0.5	0.5	448.444614407	17.1985476186
UniRef50_G1VFG4	0.0263157894737	0.0263157894737	9.09465493534	0.917467178607
UniRef90_D5H089	0.0263157894737	0.0263157894737	533.512909795	11.1666605208
UniRef50_E6LVM6	0.0263157894737	0.0263157894737	494.761988082	11.0710167133
UniRef50_C9M2C9	0.0263157894737	0.0263157894737	271.197479828	9.10058241904
UniRef90_I4M432	0.0263157894737	0.0263157894737	69.4092337396	5.49954783237
UniRef90_I4M431	0.0263157894737	0.0263157894737	51.6364418313	5.08048553961
UniRef90_I4M435	0.0263157894737	0.0263157894737	62.0417046902	5.31833770496
UniRef90_I4M434	0.0263157894737	0.0263157894737	62.0417046902	5.31833770496
UniRef50_D6S496	0.105263157895	0.105263157895	370.395160907	14.5836377874
UniRef90_D0DNM7	0.289473684211	0.289473684211	367.851848154	15.3988907328
UniRef90_E3BTG1	0.315789473684	0.315789473684	367.281798319	15.4694685117
UniRef90_D0DNM5	0.210526315789	0.210526315789	281.184505962	13.0549377077
UniRef50_J1U3C7	0.0263157894737	0.0263157894737	12.4902844255	1.4255623085
UniRef50_U2U1S6	0.0263157894737	0.0263157894737	32.521201408	4.33737665963
UniRef90_F1T501	0.0263157894737	0.0263157894737	97.3840754493	6.18796343949
UniRef90_D3LUX4	0.0263157894737	0.0263157894737	37.9499879586	4.607510466
UniRef90_E3BTG3	0.289473684211	0.289473684211	421.249624209	16.4314626103
UniRef50_D1YKG5	0.184210526316	0.184210526316	374.843774139	15.2872434682
UniRef90_C4VTX3	0.0526315789474	0.0526315789474	837.796191987	15.8559028181
UniRef90_E3BTG5	0.289473684211	0.289473684211	413.418424395	16.3078232886
UniRef50_A0A087B5P1	0.0526315789474	0.0526315789474	52.9506573616	5.86268752918
UniRef90_A0A096B5D2	0.0263157894737	0.0263157894737	213.606585171	8.54942456038
UniRef90_D6S372	0.263157894737	0.263157894737	327.170886924	14.3683183718
UniRef90_E3BTG7	0.315789473684	0.315789473684	414.365877232	16.4160884151
UniRef90_E3BTG6	0.289473684211	0.289473684211	376.942579513	15.5691649648
UniRef50_D0DKT6	0.0526315789474	0.0526315789474	323.466179019	12.9099268369
UniRef50_S4H4N4	0.0526315789474	0.0526315789474	35.8728974101	5.08086081051
UniRef90_E1N8L4	0.0	0.0	0.0	0.230797315623
UniRef90_D4FER3	0.5	0.5	375.17806359	15.8428260375
UniRef90_P62904	0.210526315789	0.210526315789	353.733930125	14.9246626593
UniRef90_T1ZTF8	0.0263157894737	0.0263157894737	13.095350107	1.51469079411
UniRef90_D3LVV1	0.0263157894737	0.0263157894737	22.4182972187	3.03128364068
UniRef90_D3LVV0	0.0263157894737	0.0263157894737	22.4182972187	3.03128364068
UniRef90_D3LVV3	0.0263157894737	0.0263157894737	22.4182972187	3.03128364068
UniRef90_D3LVV2	0.0263157894737	0.0263157894737	22.4182972187	3.03128364068
UniRef90_D3LVV5	0.0263157894737	0.0263157894737	20.65882039	2.74689713795
UniRef90_D3LVV4	0.0263157894737	0.0263157894737	22.4182972187	3.03128364068
UniRef90_D3LVV7	0.0263157894737	0.0263157894737	40.5377773174	4.69352607734
UniRef90_D3LVV6	0.0263157894737	0.0263157894737	42.4873310171	4.76981052333
UniRef90_D3LVV9	0.0263157894737	0.0263157894737	60.8392976143	5.29036501335
UniRef90_D3LVV8	0.0263157894737	0.0263157894737	44.3657421172	4.84899288148
UniRef50_S5QVA7	0.0526315789474	0.0526315789474	331.925557626	13.0895002452
UniRef50_X8K5U3	0.0263157894737	0.0263157894737	143.603575095	7.30109263307
UniRef50_A0A037YY16	0.0263157894737	0.0263157894737	39.1593139911	4.6561699928
UniRef90_E3BQQ7	0.0263157894737	0.0263157894737	222.83059899	8.62290128784
UniRef90_UPI0003FDFE04	0.0526315789474	0.0526315789474	350.488228413	13.4509309808
UniRef90_E3BQQ8	0.0263157894737	0.0263157894737	222.83059899	8.62290128784
UniRef90_E3BQQ9	0.0263157894737	0.0263157894737	222.83059899	8.62290128784
UniRef50_I3D6R0	0.0263157894737	0.0263157894737	199.518402602	8.42772473306
UniRef90_E1NTA1	0.105263157895	0.105263157895	465.992779981	16.019910154
UniRef90_E1NTA5	0.0263157894737	0.0263157894737	669.262081284	11.3267322322
UniRef90_E1NTA4	0.0263157894737	0.0263157894737	216.799483681	8.5775760217
UniRef90_A0A095YLR1	0.0263157894737	0.0263157894737	129.710616386	6.90494347659
UniRef90_A0A095YLR4	0.0263157894737	0.0263157894737	180.261145922	8.10595313994
UniRef50_D0GP79	0.0263157894737	0.0263157894737	162.026741679	7.69686984971
UniRef90_E3D8A4	0.105263157895	0.105263157895	161.494715047	9.85006006505
UniRef90_E3D8A1	0.0526315789474	0.0526315789474	444.421350548	14.8434888561
UniRef90_E3D8A0	0.0526315789474	0.0526315789474	191.510863224	10.4882719101
UniRef90_E3D8A9	0.105263157895	0.105263157895	134.624676209	8.87544465361
UniRef50_Q9PQB4	0.0263157894737	0.0263157894737	42.9038754693	4.79421672542
UniRef90_A0A096A3Z3	0.0263157894737	0.0263157894737	9.35639741919	0.958336285614
UniRef50_U2GMA5	0.0263157894737	0.0263157894737	34.4921514957	4.45411136141
SRS042428.1478	0.0526315789474	0.0526315789474	428.451188618	14.6561625462
UniRef50_E4P0Z2	0.0263157894737	0.0263157894737	18.3788857827	2.39861127109
UniRef90_S5E672	0.5	0.5	381.932744779	15.990644464
UniRef90_I7L6C0	0.157894736842	0.157894736842	251.193483734	12.2317764463
UniRef90_D1YIJ5	0.0	0.0	0.0	0.230797315623
SRS042428.2871	0.0526315789474	0.0526315789474	93.7103031445	7.15263839451
UniRef90_D4YUC9	0.0263157894737	0.0263157894737	234.451417823	8.71331793161
UniRef90_F2I7Z7	0.0263157894737	0.0263157894737	63.1004368522	5.35249948856
SRS019379.81	0.0263157894737	0.0263157894737	9033.00831679	11.4293873911
UniRef50_J5Y677	0.0263157894737	0.0263157894737	15.1070583948	1.87516543213
UniRef90_E1NWA1	0.315789473684	0.315789473684	411.772385592	16.347810914
UniRef90_S4IIT0	0.0263157894737	0.0263157894737	170.70112078	7.87451074023
UniRef90_F1T3W6	0.0263157894737	0.0263157894737	116.236631522	6.60993737845
UniRef90_D2R9X0	0.105263157895	0.105263157895	102.157955856	7.68929480153
