#Centroids	ppanini_score	alpha_prevalence	beta_prevalence	mean_abundance
SRS047335.3561	{'VAGINA': 12.648812857507684}	{'VAGINA': 0.05263157894736842}	0.0526315789474	310.818960924
UniRef90_A0A063ARM1	{'VAGINA': 5.3888180358372733}	{'VAGINA': 0.05263157894736842}	0.0526315789474	42.0597788041
UniRef50_I4LZR4	{'VAGINA': 7.1870187975638204}	{'VAGINA': 0.07894736842105263}	0.0789473684211	91.0408936582
UniRef50_D4YTZ9	{'VAGINA': 13.095886898709546}	{'VAGINA': 0.15789473684210525}	0.157894736842	287.906535749
SRS047335.3565	{'VAGINA': 6.8527269463897156}	{'VAGINA': 0.02631578947368421}	0.0263157894737	126.335543617
UniRef50_C9RQV9	{'VAGINA': 4.0508542115861337}	{'VAGINA': 0.02631578947368421}	0.0263157894737	29.2687972605
UniRef50_C9RQV8	{'VAGINA': 4.0508542115861337}	{'VAGINA': 0.02631578947368421}	0.0263157894737	29.2687972605
UniRef90_V8CLC5	{'VAGINA': 7.8514747995877192}	{'VAGINA': 0.02631578947368421}	0.0263157894737	169.903070518
UniRef90_U2FZN7	{'VAGINA': 15.653118016846125}	{'VAGINA': 0.05263157894736842}	0.0526315789474	600.509803633
UniRef90_E1NYI7	{'VAGINA': 17.671236603412272}	{'VAGINA': 0.21052631578947367}	0.210526315789	638.899077028
UniRef50_H0QQ49	{'VAGINA': 5.3239203359700813}	{'VAGINA': 0.02631578947368421}	0.0263157894737	62.2505993189
UniRef90_U2HZK2	{'VAGINA': 11.494870573567985}	{'VAGINA': 0.13157894736842105}	0.131578947368	213.686857195
UniRef90_D6S4X5	{'VAGINA': 13.044477139109762}	{'VAGINA': 0.05263157894736842}	0.0526315789474	330.281572132
UniRef50_E1L1E7	{'VAGINA': 2.0630239219552684}	{'VAGINA': 0.02631578947368421}	0.0263157894737	16.2829741124
UniRef90_E3BTN4	{'VAGINA': 17.0556738353059}	{'VAGINA': 0.21052631578947367}	0.210526315789	489.64718656
UniRef90_D6S4X6	{'VAGINA': 13.044477139109762}	{'VAGINA': 0.05263157894736842}	0.0526315789474	330.281572132
UniRef90_D6S4X1	{'VAGINA': 10.962730029126529}	{'VAGINA': 0.02631578947368421}	0.0263157894737	466.505171236
UniRef90_D6S4X0	{'VAGINA': 1.0733016666557291}	{'VAGINA': 0.02631578947368421}	0.0263157894737	10.0054268084
UniRef90_D6S4X3	{'VAGINA': 13.044477139109762}	{'VAGINA': 0.05263157894736842}	0.0526315789474	330.281572132
UniRef50_E1L1E1	{'VAGINA': 2.7528107242060309}	{'VAGINA': 0.02631578947368421}	0.0263157894737	20.6972502977
UniRef90_D6S4X9	{'VAGINA': 13.044477139109762}	{'VAGINA': 0.05263157894736842}	0.0526315789474	330.281572132
UniRef90_W4JN12	{'VAGINA': 14.286168767089327}	{'VAGINA': 0.10526315789473684}	0.105263157895	354.113741266
UniRef90_Q046A8	{'VAGINA': 14.93240997785113}	{'VAGINA': 0.15789473684210525}	0.157894736842	364.601153696
UniRef90_E1NSD6	{'VAGINA': 8.1169592324313093}	{'VAGINA': 0.02631578947368421}	0.0263157894737	180.790405636
UniRef90_Q046G6	{'VAGINA': 15.848508138524885}	{'VAGINA': 0.13157894736842105}	0.131578947368	429.25820197
UniRef50_E4SIS5	{'VAGINA': 11.335092807094124}	{'VAGINA': 0.07894736842105263}	0.0789473684211	226.147174397
UniRef90_I4MDC8	{'VAGINA': 6.3231951778028801}	{'VAGINA': 0.05263157894736842}	0.0526315789474	68.1104648578
UniRef90_Q046G2	{'VAGINA': 14.840333935579407}	{'VAGINA': 0.10526315789473684}	0.105263157895	384.779904275
UniRef90_Q046G3	{'VAGINA': 14.840333935579407}	{'VAGINA': 0.10526315789473684}	0.105263157895	384.779904275
UniRef90_Q046G0	{'VAGINA': 15.696113350477983}	{'VAGINA': 0.13157894736842105}	0.131578947368	419.971523594
UniRef90_Q046G1	{'VAGINA': 15.696113350477983}	{'VAGINA': 0.13157894736842105}	0.131578947368	419.971523594
UniRef90_Q046G8	{'VAGINA': 16.125266895941465}	{'VAGINA': 0.10526315789473684}	0.105263157895	479.49740793
UniRef90_Q046G9	{'VAGINA': 16.125266895941465}	{'VAGINA': 0.10526315789473684}	0.105263157895	479.49740793
UniRef90_F1T5F6	{'VAGINA': 6.2223416923102333}	{'VAGINA': 0.02631578947368421}	0.0263157894737	98.8320789236
UniRef90_F1T5F7	{'VAGINA': 6.2223416923102333}	{'VAGINA': 0.02631578947368421}	0.0263157894737	98.8320789236
UniRef90_F1T5F4	{'VAGINA': 6.1788557698662778}	{'VAGINA': 0.02631578947368421}	0.0263157894737	97.1545756003
UniRef90_F1T5F5	{'VAGINA': 6.2223416923102333}	{'VAGINA': 0.02631578947368421}	0.0263157894737	98.8320789236
UniRef90_F1T5F2	{'VAGINA': 6.1788557698662778}	{'VAGINA': 0.02631578947368421}	0.0263157894737	97.1545756003
UniRef90_F1T5F3	{'VAGINA': 6.1788557698662778}	{'VAGINA': 0.02631578947368421}	0.0263157894737	97.1545756003
UniRef90_F1T5F1	{'VAGINA': 6.1788557698662778}	{'VAGINA': 0.02631578947368421}	0.0263157894737	97.1545756003
UniRef90_F1T5F8	{'VAGINA': 6.2223416923102333}	{'VAGINA': 0.02631578947368421}	0.0263157894737	98.8320789236
UniRef90_F1T5F9	{'VAGINA': 6.2223416923102333}	{'VAGINA': 0.02631578947368421}	0.0263157894737	98.8320789236
UniRef90_F2BXD7	{'VAGINA': 0.75029404132115918}	{'VAGINA': 0.02631578947368421}	0.0263157894737	7.90764899263
UniRef90_F2BXD0	{'VAGINA': 1.3237910792745482}	{'VAGINA': 0.02631578947368421}	0.0263157894737	11.704020301
UniRef90_I4M3V8	{'VAGINA': 8.7480185559263735}	{'VAGINA': 0.02631578947368421}	0.0263157894737	238.08926906
UniRef90_F1T3V2	{'VAGINA': 8.9676844328719056}	{'VAGINA': 0.02631578947368421}	0.0263157894737	259.281309797
UniRef90_D7V5M4	{'VAGINA': 4.4441076072927332}	{'VAGINA': 0.02631578947368421}	0.0263157894737	34.2964877629
UniRef90_F2BXF7	{'VAGINA': 1.4323600805039653}	{'VAGINA': 0.02631578947368421}	0.0263157894737	12.5445529243
UniRef90_I4M3V0	{'VAGINA': 10.763249943162558}	{'VAGINA': 0.07894736842105263}	0.0789473684211	190.824251877
UniRef90_D3LTB8	{'VAGINA': 3.4366556745163703}	{'VAGINA': 0.02631578947368421}	0.0263157894737	24.7250009111
UniRef90_D3LTB7	{'VAGINA': 3.4366556745163703}	{'VAGINA': 0.02631578947368421}	0.0263157894737	24.7250009111
UniRef90_D3LTB6	{'VAGINA': 2.7751165065554817}	{'VAGINA': 0.02631578947368421}	0.0263157894737	20.7956027664
UniRef90_UPI000518D863	{'VAGINA': 2.2444633314834586}	{'VAGINA': 0.02631578947368421}	0.0263157894737	17.4348023694
UniRef90_D3LTB3	{'VAGINA': 2.6091549149106945}	{'VAGINA': 0.02631578947368421}	0.0263157894737	19.7160747468
UniRef90_D3LTB2	{'VAGINA': 3.8349593810475402}	{'VAGINA': 0.02631578947368421}	0.0263157894737	27.4402252958
UniRef90_D3LTB1	{'VAGINA': 5.868296519239049}	{'VAGINA': 0.02631578947368421}	0.0263157894737	84.924300326
UniRef90_K1M3P1	{'VAGINA': 11.286476977617138}	{'VAGINA': 0.02631578947368421}	0.0263157894737	615.066508383
SRS044742.2103	{'VAGINA': 7.6886459051803495}	{'VAGINA': 0.05263157894736842}	0.0526315789474	110.183581354
UniRef50_U5F3Q6	{'VAGINA': 10.08170131434294}	{'VAGINA': 0.05263157894736842}	0.0526315789474	178.434313912
UniRef90_C2ESE5	{'VAGINA': 4.2248229443730301}	{'VAGINA': 0.02631578947368421}	0.0263157894737	31.0223527945
UniRef90_C2ESE2	{'VAGINA': 4.8484778495656249}	{'VAGINA': 0.02631578947368421}	0.0263157894737	44.3630761513
UniRef90_C2ESE3	{'VAGINA': 2.752153847715844}	{'VAGINA': 0.02631578947368421}	0.0263157894737	20.6952908974
UniRef90_C2ESE0	{'VAGINA': 1.2248153744916124}	{'VAGINA': 0.02631578947368421}	0.0263157894737	11.0636931054
UniRef90_C2ESE1	{'VAGINA': 3.8529663562503442}	{'VAGINA': 0.02631578947368421}	0.0263157894737	27.5675907787
UniRef50_Q08ZI6	{'VAGINA': 8.5671869967288341}	{'VAGINA': 0.02631578947368421}	0.0263157894737	215.646673029
UniRef90_F1T3V6	{'VAGINA': 6.9029800131368333}	{'VAGINA': 0.02631578947368421}	0.0263157894737	129.650751633
UniRef50_F8DQ86	{'VAGINA': 3.7425930580525999}	{'VAGINA': 0.02631578947368421}	0.0263157894737	26.7427337318
SRS019379.114	{'VAGINA': 11.324411691352001}	{'VAGINA': 0.02631578947368421}	0.0263157894737	664.626136974
UniRef90_I4M3C0	{'VAGINA': 5.6568973871317407}	{'VAGINA': 0.02631578947368421}	0.0263157894737	75.673909145
UniRef90_I4M3C3	{'VAGINA': 5.5461460423294664}	{'VAGINA': 0.02631578947368421}	0.0263157894737	71.357829856
UniRef90_I4M3C4	{'VAGINA': 5.5461460423294664}	{'VAGINA': 0.02631578947368421}	0.0263157894737	71.357829856
UniRef90_D1W4S6	{'VAGINA': 0.88600816066473631}	{'VAGINA': 0.02631578947368421}	0.0263157894737	8.8677012051
UniRef90_I4M3C7	{'VAGINA': 5.9582152352482609}	{'VAGINA': 0.02631578947368421}	0.0263157894737	89.5323389717
UniRef90_I4M3C9	{'VAGINA': 10.428061333893938}	{'VAGINA': 0.07894736842105263}	0.0789473684211	180.45006003
UniRef50_F7UV62	{'VAGINA': 1.4009755391084999}	{'VAGINA': 0.02631578947368421}	0.0263157894737	12.3179076404
UniRef90_S4H7S3	{'VAGINA': 5.5350540772258601}	{'VAGINA': 0.02631578947368421}	0.0263157894737	70.8750758822
UniRef90_Q74I89	{'VAGINA': 14.114216720692671}	{'VAGINA': 0.15789473684210525}	0.157894736842	328.218922898
UniRef50_E1NLV0	{'VAGINA': 14.206808471278791}	{'VAGINA': 0.15789473684210525}	0.157894736842	331.630888274
UniRef50_R6H5X4	{'VAGINA': 5.7055627772073629}	{'VAGINA': 0.02631578947368421}	0.0263157894737	77.6251563473
UniRef50_D7V4Z6	{'VAGINA': 7.0229429865440469}	{'VAGINA': 0.07894736842105263}	0.0789473684211	85.9342230865
UniRef50_C8WAR5	{'VAGINA': 3.983113629750112}	{'VAGINA': 0.02631578947368421}	0.0263157894737	28.5734928311
UniRef90_Q74L59	{'VAGINA': 14.642589291323429}	{'VAGINA': 0.15789473684210525}	0.157894736842	350.451841687
UniRef90_Q74L58	{'VAGINA': 14.639600124357957}	{'VAGINA': 0.15789473684210525}	0.157894736842	350.334892346
UniRef90_F5TF00	{'VAGINA': 2.9593330842875298}	{'VAGINA': 0.02631578947368421}	0.0263157894737	21.9847170485
UniRef90_D0R610	{'VAGINA': 15.417538155281434}	{'VAGINA': 0.15789473684210525}	0.157894736842	390.10594399
UniRef90_D0WH21	{'VAGINA': 1.0399716530313863}	{'VAGINA': 0.02631578947368421}	0.0263157894737	9.84043373526
UniRef90_E4KME4	{'VAGINA': 8.1294211309117337}	{'VAGINA': 0.02631578947368421}	0.0263157894737	182.199162043
UniRef90_A8YW58	{'VAGINA': 14.673220676328397}	{'VAGINA': 0.05263157894736842}	0.0526315789474	429.759116175
UniRef90_A8YW52	{'VAGINA': 16.874256451807891}	{'VAGINA': 0.10526315789473684}	0.105263157895	750.73216419
UniRef90_F6A1T5	{'VAGINA': 10.092049912031618}	{'VAGINA': 0.05263157894736842}	0.0526315789474	178.949125565
UniRef90_F6A1T7	{'VAGINA': 10.092049912031618}	{'VAGINA': 0.05263157894736842}	0.0526315789474	178.949125565
UniRef90_F6A1T1	{'VAGINA': 9.932242122780794}	{'VAGINA': 0.05263157894736842}	0.0526315789474	176.232896944
UniRef50_D6S542	{'VAGINA': 1.9659848790852112}	{'VAGINA': 0.02631578947368421}	0.0263157894737	15.6512773453
UniRef90_F6A1T3	{'VAGINA': 11.377242918481516}	{'VAGINA': 0.05263157894736842}	0.0526315789474	250.322273228
UniRef50_Q8G777	{'VAGINA': 8.616524846108419}	{'VAGINA': 0.07894736842105263}	0.0789473684211	132.73451867
UniRef50_Q20DB7	{'VAGINA': 0.2307973156229354}	{'VAGINA': 0.0}	0.0	0.0
SRS011355.573	{'VAGINA': 15.474491872984906}	{'VAGINA': 0.13157894736842105}	0.131578947368	406.394925767
UniRef90_S4GGC3	{'VAGINA': 8.6370368810649616}	{'VAGINA': 0.10526315789473684}	0.105263157895	130.586330928
UniRef90_K1N0X0	{'VAGINA': 7.6991439555696495}	{'VAGINA': 0.02631578947368421}	0.0263157894737	162.169455055
UniRef90_A0A098VX34	{'VAGINA': 10.16980914108907}	{'VAGINA': 0.02631578947368421}	0.0263157894737	359.7763119
UniRef90_K1N0X7	{'VAGINA': 14.257505344707919}	{'VAGINA': 0.05263157894736842}	0.0526315789474	400.812853458
UniRef50_E1GUT0	{'VAGINA': 6.9345256916302604}	{'VAGINA': 0.02631578947368421}	0.0263157894737	131.252852476
UniRef90_A0A063B6A3	{'VAGINA': 3.6628838787231488}	{'VAGINA': 0.02631578947368421}	0.0263157894737	26.1266642721
SRS021969.717	{'VAGINA': 7.0117059471541339}	{'VAGINA': 0.05263157894736842}	0.0526315789474	89.9360322169
UniRef90_A0A096B1T8	{'VAGINA': 7.0585463109994731}	{'VAGINA': 0.02631578947368421}	0.0263157894737	134.533828787
UniRef90_D1VXB1	{'VAGINA': 1.0662528134684175}	{'VAGINA': 0.02631578947368421}	0.0263157894737	9.93615325676
UniRef90_A0A096B1T0	{'VAGINA': 8.0413482217830321}	{'VAGINA': 0.02631578947368421}	0.0263157894737	178.388201104
UniRef90_A0A096B1T3	{'VAGINA': 8.0413482217830321}	{'VAGINA': 0.02631578947368421}	0.0263157894737	178.388201104
UniRef90_A0A096B1T4	{'VAGINA': 7.0585463109994731}	{'VAGINA': 0.02631578947368421}	0.0263157894737	134.533828787
UniRef50_U2GM26	{'VAGINA': 10.817655931266746}	{'VAGINA': 0.02631578947368421}	0.0263157894737	439.216808851
UniRef50_U2GM29	{'VAGINA': 3.1675233408655479}	{'VAGINA': 0.02631578947368421}	0.0263157894737	23.232909467
UniRef90_R4JSJ9	{'VAGINA': 7.7597335575475865}	{'VAGINA': 0.02631578947368421}	0.0263157894737	165.787840462
UniRef90_E6LVT4	{'VAGINA': 17.986168562051748}	{'VAGINA': 0.3157894736842105}	0.315789473684	614.065243415
UniRef90_E4L8T5	{'VAGINA': 0.85405060844084302}	{'VAGINA': 0.02631578947368421}	0.0263157894737	8.66964466744
UniRef90_E6LVT2	{'VAGINA': 12.806878682482811}	{'VAGINA': 0.05263157894736842}	0.0526315789474	318.568999563
UniRef90_F8DLX1	{'VAGINA': 4.4678805866766282}	{'VAGINA': 0.02631578947368421}	0.0263157894737	34.8026293713
UniRef90_C8PAS2	{'VAGINA': 15.870102302861342}	{'VAGINA': 0.2631578947368421}	0.263157894737	396.689791618
UniRef90_C8PAS1	{'VAGINA': 16.524558561058889}	{'VAGINA': 0.2631578947368421}	0.263157894737	432.367269809
UniRef90_D5GYA9	{'VAGINA': 13.243184727668867}	{'VAGINA': 0.05263157894736842}	0.0526315789474	338.852196614
UniRef50_R9L807	{'VAGINA': 1.8895817055730373}	{'VAGINA': 0.02631578947368421}	0.0263157894737	15.184882635
UniRef90_D5GYA1	{'VAGINA': 13.463953640647169}	{'VAGINA': 0.05263157894736842}	0.0526315789474	351.406520995
UniRef90_D5GYA2	{'VAGINA': 13.294342961945899}	{'VAGINA': 0.21052631578947367}	0.210526315789	288.926771487
UniRef90_D5GYA3	{'VAGINA': 14.060226063273724}	{'VAGINA': 0.5}	0.5	303.508926725
UniRef90_D3MBS0	{'VAGINA': 4.8092394132064271}	{'VAGINA': 0.02631578947368421}	0.0263157894737	43.2526637069
UniRef90_D5GYA7	{'VAGINA': 14.661344648451976}	{'VAGINA': 0.5}	0.5	325.178839947
UniRef90_D1W1E3	{'VAGINA': 1.4880748836924267}	{'VAGINA': 0.02631578947368421}	0.0263157894737	12.8984744801
UniRef90_E6LTS1	{'VAGINA': 17.175431479545502}	{'VAGINA': 0.13157894736842105}	0.131578947368	717.509635604
UniRef90_A8YUB8	{'VAGINA': 14.589942301504543}	{'VAGINA': 0.5}	0.5	322.271404206
UniRef90_E1NJ28	{'VAGINA': 11.36039437828107}	{'VAGINA': 0.02631578947368421}	0.0263157894737	773.82348831
UniRef90_D3LSZ7	{'VAGINA': 3.2757230198794853}	{'VAGINA': 0.02631578947368421}	0.0263157894737	23.8646337788
UniRef90_D0DQA3	{'VAGINA': 13.073450914482601}	{'VAGINA': 0.18421052631578946}	0.184210526316	283.1679929
SRS017497.7873	{'VAGINA': 5.2988267595311429}	{'VAGINA': 0.05263157894736842}	0.0526315789474	40.1344002457
UniRef90_D3LSZ1	{'VAGINA': 3.7909455739399278}	{'VAGINA': 0.02631578947368421}	0.0263157894737	27.1226103159
UniRef90_D3LSZ3	{'VAGINA': 3.6762196712903621}	{'VAGINA': 0.02631578947368421}	0.0263157894737	26.2591917866
UniRef90_B2G671	{'VAGINA': 3.4664309402314184}	{'VAGINA': 0.02631578947368421}	0.0263157894737	24.952607882
UniRef50_C7XXQ0	{'VAGINA': 2.1891403485456733}	{'VAGINA': 0.02631578947368421}	0.0263157894737	17.1099606244
UniRef50_A0A0A0M642	{'VAGINA': 4.7049287571842973}	{'VAGINA': 0.05263157894736842}	0.0526315789474	30.8686776948
UniRef90_I4M169	{'VAGINA': 8.3004437736010974}	{'VAGINA': 0.02631578947368421}	0.0263157894737	189.555582827
UniRef90_I4M168	{'VAGINA': 6.52680749970538}	{'VAGINA': 0.02631578947368421}	0.0263157894737	112.99933776
UniRef50_E1KQ84	{'VAGINA': 7.7366421961401297}	{'VAGINA': 0.02631578947368421}	0.0263157894737	163.870366143
UniRef50_I7KSS4	{'VAGINA': 3.084629351165693}	{'VAGINA': 0.05263157894736842}	0.0526315789474	21.4015634611
UniRef90_Q9PQ40	{'VAGINA': 3.6266258944619509}	{'VAGINA': 0.02631578947368421}	0.0263157894737	25.9081824017
UniRef90_E3BZ38	{'VAGINA': 15.977397362033981}	{'VAGINA': 0.2631578947368421}	0.263157894737	403.03380602
UniRef90_C4VP17	{'VAGINA': 16.608006008519919}	{'VAGINA': 0.18421052631578946}	0.184210526316	453.349708768
UniRef90_C4VP14	{'VAGINA': 12.907175017291245}	{'VAGINA': 0.13157894736842105}	0.131578947368	287.097283557
UniRef90_C4VP15	{'VAGINA': 17.222363138520315}	{'VAGINA': 0.15789473684210525}	0.157894736842	576.225922233
UniRef90_C4VP12	{'VAGINA': 12.04968867709683}	{'VAGINA': 0.15789473684210525}	0.157894736842	241.185487581
UniRef90_C4VP13	{'VAGINA': 13.94614778889281}	{'VAGINA': 0.15789473684210525}	0.157894736842	321.180168449
UniRef90_C4VP10	{'VAGINA': 11.202358104964798}	{'VAGINA': 0.13157894736842105}	0.131578947368	196.563113348
UniRef90_C4VP18	{'VAGINA': 16.506056491490082}	{'VAGINA': 0.15789473684210525}	0.157894736842	460.257664057
UniRef50_Q93TI5	{'VAGINA': 6.3262309723667736}	{'VAGINA': 0.02631578947368421}	0.0263157894737	103.920286066
UniRef90_D3LUJ4	{'VAGINA': 3.2194483948695516}	{'VAGINA': 0.02631578947368421}	0.0263157894737	23.5259833233
UniRef90_E1NLH2	{'VAGINA': 10.378013127491743}	{'VAGINA': 0.02631578947368421}	0.0263157894737	382.838787304
UniRef90_A0A096AYE0	{'VAGINA': 7.4506166425205329}	{'VAGINA': 0.02631578947368421}	0.0263157894737	151.14633759
UniRef90_A0A096AYE1	{'VAGINA': 7.0213763620368317}	{'VAGINA': 0.02631578947368421}	0.0263157894737	133.96149078
UniRef90_A0A096AYE6	{'VAGINA': 7.0213763620368317}	{'VAGINA': 0.02631578947368421}	0.0263157894737	133.96149078
UniRef90_D3LUJ8	{'VAGINA': 5.1029722123244321}	{'VAGINA': 0.02631578947368421}	0.0263157894737	52.402139368
UniRef90_A0A095YJP0	{'VAGINA': 8.5494245603751633}	{'VAGINA': 0.02631578947368421}	0.0263157894737	213.606585171
UniRef50_D5GXW2	{'VAGINA': 0.59798075454138178}	{'VAGINA': 0.02631578947368421}	0.0263157894737	2.4961191909
UniRef50_D5GXW7	{'VAGINA': 3.0881169560797606}	{'VAGINA': 0.02631578947368421}	0.0263157894737	22.8006123884
UniRef50_D1QTW7	{'VAGINA': 7.0585463109994731}	{'VAGINA': 0.02631578947368421}	0.0263157894737	134.533828787
UniRef90_F2KU31	{'VAGINA': 0.2307973156229354}	{'VAGINA': 0.0}	0.0	0.0
UniRef50_F7UYT4	{'VAGINA': 4.8839384266150416}	{'VAGINA': 0.02631578947368421}	0.0263157894737	45.5113497373
UniRef90_C8PB94	{'VAGINA': 18.221364225959796}	{'VAGINA': 0.3157894736842105}	0.315789473684	846.14974354
UniRef90_E1GTH5	{'VAGINA': 7.5937274288685703}	{'VAGINA': 0.02631578947368421}	0.0263157894737	157.269452424
UniRef90_D1W7N6	{'VAGINA': 1.0846477019337215}	{'VAGINA': 0.02631578947368421}	0.0263157894737	10.111271361
UniRef90_B1AIT6	{'VAGINA': 5.4035850791042206}	{'VAGINA': 0.02631578947368421}	0.0263157894737	65.2243903638
UniRef90_D1W078	{'VAGINA': 4.7489815084649667}	{'VAGINA': 0.02631578947368421}	0.0263157894737	42.0268669039
UniRef90_B1AIT2	{'VAGINA': 4.3876451390756559}	{'VAGINA': 0.02631578947368421}	0.0263157894737	33.2321642264
UniRef90_B1AIT1	{'VAGINA': 7.8855925393365052}	{'VAGINA': 0.05263157894736842}	0.0526315789474	115.820433612
UniRef90_D6S3D9	{'VAGINA': 15.912670383097439}	{'VAGINA': 0.10526315789473684}	0.105263157895	456.597533554
UniRef90_D6S3D6	{'VAGINA': 16.23746593920114}	{'VAGINA': 0.2631578947368421}	0.263157894737	415.493123329
UniRef90_D6S3D4	{'VAGINA': 8.855067457038853}	{'VAGINA': 0.07894736842105263}	0.0789473684211	135.475392988
UniRef90_D6S3D5	{'VAGINA': 15.912670383097439}	{'VAGINA': 0.10526315789473684}	0.105263157895	456.597533554
UniRef90_D6S3D2	{'VAGINA': 15.04689048711159}	{'VAGINA': 0.3157894736842105}	0.315789473684	347.964901182
UniRef90_D6S3D3	{'VAGINA': 13.9380475918647}	{'VAGINA': 0.3684210526315789}	0.368421052632	303.516506576
UniRef90_D4FFR2	{'VAGINA': 12.592381679749403}	{'VAGINA': 0.2894736842105263}	0.289473684211	255.621588993
UniRef90_D6S3D1	{'VAGINA': 16.222185087410232}	{'VAGINA': 0.2631578947368421}	0.263157894737	414.606549309
UniRef50_I4M7E2	{'VAGINA': 11.054966166921796}	{'VAGINA': 0.07894736842105263}	0.0789473684211	205.716853504
UniRef90_F5TIX1	{'VAGINA': 5.739215944853421}	{'VAGINA': 0.02631578947368421}	0.0263157894737	79.4826479984
UniRef90_F5TIX5	{'VAGINA': 3.1882044051485852}	{'VAGINA': 0.02631578947368421}	0.0263157894737	23.3606886352
UniRef90_E3BRW9	{'VAGINA': 17.300704001852349}	{'VAGINA': 0.15789473684210525}	0.157894736842	603.007258707
UniRef90_E3BRW8	{'VAGINA': 17.297169326353053}	{'VAGINA': 0.15789473684210525}	0.157894736842	602.026021436
SRS017520.1962	{'VAGINA': 7.0632810265432857}	{'VAGINA': 0.07894736842105263}	0.0789473684211	87.581969226
UniRef90_E3BRW1	{'VAGINA': 17.588941474203821}	{'VAGINA': 0.18421052631578946}	0.184210526316	630.735942166
UniRef90_E3BRW0	{'VAGINA': 17.913325492125761}	{'VAGINA': 0.3157894736842105}	0.315789473684	589.608533648
UniRef90_E3BRW6	{'VAGINA': 18.180491039343167}	{'VAGINA': 0.34210526315789475}	0.342105263158	693.452917207
UniRef90_E3BRW5	{'VAGINA': 18.089126776667811}	{'VAGINA': 0.3157894736842105}	0.315789473684	668.448312893
UniRef50_U6FFU3	{'VAGINA': 13.9618118599155}	{'VAGINA': 0.18421052631578946}	0.184210526316	315.831282573
UniRef50_C7N4N5	{'VAGINA': 2.1594314834780657}	{'VAGINA': 0.02631578947368421}	0.0263157894737	16.8820391461
UniRef90_E3DAE8	{'VAGINA': 9.2486876548382053}	{'VAGINA': 0.05263157894736842}	0.0526315789474	154.412375214
UniRef90_E3DAE5	{'VAGINA': 6.7344725497238667}	{'VAGINA': 0.02631578947368421}	0.0263157894737	121.566002526
UniRef90_E3DAE6	{'VAGINA': 8.9476181230509653}	{'VAGINA': 0.05263157894736842}	0.0526315789474	144.69769716
UniRef90_E3DAE7	{'VAGINA': 8.9476181230509653}	{'VAGINA': 0.05263157894736842}	0.0526315789474	144.69769716
UniRef90_E3DAE0	{'VAGINA': 8.0275284364679589}	{'VAGINA': 0.13157894736842105}	0.131578947368	110.879790154
UniRef50_D6S2V8	{'VAGINA': 16.243536308273026}	{'VAGINA': 0.10526315789473684}	0.105263157895	493.055627183
UniRef90_D2RAQ0	{'VAGINA': 6.9666134564775861}	{'VAGINA': 0.10526315789473684}	0.105263157895	82.105808181
UniRef90_D2RAQ1	{'VAGINA': 6.423739810014796}	{'VAGINA': 0.07894736842105263}	0.0789473684211	68.0643634108
UniRef90_D2RAQ2	{'VAGINA': 11.342721036628642}	{'VAGINA': 0.05263157894736842}	0.0526315789474	248.198147529
UniRef90_D2RAQ3	{'VAGINA': 6.6053469896984041}	{'VAGINA': 0.10526315789473684}	0.105263157895	71.4093145966
UniRef90_D2RAQ4	{'VAGINA': 6.5799486218027115}	{'VAGINA': 0.10526315789473684}	0.105263157895	70.6677312011
UniRef90_D2RAQ5	{'VAGINA': 6.4592660795984349}	{'VAGINA': 0.10526315789473684}	0.105263157895	67.1605396249
UniRef90_D2RAQ7	{'VAGINA': 8.2586021610544051}	{'VAGINA': 0.13157894736842105}	0.131578947368	116.898198051
UniRef90_D2RAQ8	{'VAGINA': 6.9869954487535191}	{'VAGINA': 0.10526315789473684}	0.105263157895	82.6842407321
UniRef90_E3D9G7	{'VAGINA': 10.889199051554145}	{'VAGINA': 0.05263157894736842}	0.0526315789474	215.891494779
UniRef90_E3D9G5	{'VAGINA': 7.0811845664569946}	{'VAGINA': 0.07894736842105263}	0.0789473684211	88.2347420141
UniRef90_A0A087Q9P3	{'VAGINA': 6.8689256390646012}	{'VAGINA': 0.02631578947368421}	0.0263157894737	127.464608807
UniRef90_A0A087Q9P2	{'VAGINA': 6.8689256390646012}	{'VAGINA': 0.02631578947368421}	0.0263157894737	127.464608807
UniRef90_A0A087Q9P1	{'VAGINA': 6.8689256390646012}	{'VAGINA': 0.02631578947368421}	0.0263157894737	127.464608807
UniRef90_A0A087Q9P0	{'VAGINA': 6.8689256390646012}	{'VAGINA': 0.02631578947368421}	0.0263157894737	127.464608807
UniRef50_F6A2U9	{'VAGINA': 7.3579845942521018}	{'VAGINA': 0.02631578947368421}	0.0263157894737	146.584299287
UniRef50_F9UQB4	{'VAGINA': 4.1567843192937373}	{'VAGINA': 0.02631578947368421}	0.0263157894737	30.1792572736
UniRef50_V5P1I5	{'VAGINA': 4.4756999648262488}	{'VAGINA': 0.02631578947368421}	0.0263157894737	35.0130503556
UniRef90_A0A096AMC4	{'VAGINA': 7.0213763620368317}	{'VAGINA': 0.02631578947368421}	0.0263157894737	133.96149078
UniRef90_C7XK22	{'VAGINA': 17.36719693383251}	{'VAGINA': 0.4473684210526316}	0.447368421053	473.174831417
UniRef90_D0DN10	{'VAGINA': 8.4477047266547238}	{'VAGINA': 0.02631578947368421}	0.0263157894737	200.980567396
UniRef90_E3BXY8	{'VAGINA': 11.330720974641018}	{'VAGINA': 0.02631578947368421}	0.0263157894737	677.368220944
