#Centroids	ppanini_score	alpha_prevalence	beta_prevalence	mean_abundance
UniRef90_E3RAL6	{'VAGINA': 11.970679179546265}	{'VAGINA': 0.07894736842105263}	0.0789473684211	263.746830385
SRS016111.914	{'VAGINA': 8.3106441522281873}	{'VAGINA': 0.02631578947368421}	0.0263157894737	190.380816988
UniRef90_F0NS62	{'VAGINA': 17.285638324396725}	{'VAGINA': 0.4473684210526316}	0.447368421053	464.797434212
UniRef50_C2EV82	{'VAGINA': 0.62993491462777307}	{'VAGINA': 0.02631578947368421}	0.0263157894737	5.60368871573
UniRef90_C7Y612	{'VAGINA': 15.21147256357508}	{'VAGINA': 0.23684210526315788}	0.236842105263	365.916844652
UniRef90_C7Y613	{'VAGINA': 16.407081286317169}	{'VAGINA': 0.2894736842105263}	0.289473684211	420.16233166
UniRef50_S4HGT7	{'VAGINA': 5.2674264115155918}	{'VAGINA': 0.02631578947368421}	0.0263157894737	59.7703657418
UniRef90_C7Y616	{'VAGINA': 14.84747986296926}	{'VAGINA': 0.2894736842105263}	0.289473684211	342.160142699
UniRef90_C7Y617	{'VAGINA': 16.146451918885671}	{'VAGINA': 0.34210526315789475}	0.342105263158	398.871470695
UniRef90_C7Y614	{'VAGINA': 15.585629447006374}	{'VAGINA': 0.15789473684210525}	0.157894736842	399.554128929
UniRef90_UPI000401657A	{'VAGINA': 0.8340256623261626}	{'VAGINA': 0.02631578947368421}	0.0263157894737	8.56459835936
UniRef90_C7Y619	{'VAGINA': 14.632311129988196}	{'VAGINA': 0.2631578947368421}	0.263157894737	337.30404035
UniRef50_UPI0004A42481	{'VAGINA': 5.8619620809459176}	{'VAGINA': 0.02631578947368421}	0.0263157894737	84.7182094042
UniRef50_C2EM87	{'VAGINA': 11.418472844821368}	{'VAGINA': 0.02631578947368421}	0.0263157894737	2239.92010037
UniRef90_Q9PQP5	{'VAGINA': 5.3278015699814425}	{'VAGINA': 0.02631578947368421}	0.0263157894737	62.3650990776
UniRef50_A0A076ZC80	{'VAGINA': 9.3432933410386063}	{'VAGINA': 0.02631578947368421}	0.0263157894737	289.156798762
UniRef90_D1W6I3	{'VAGINA': 1.4300946796689784}	{'VAGINA': 0.02631578947368421}	0.0263157894737	12.5340112832
UniRef90_D1W6I2	{'VAGINA': 1.2663676366793859}	{'VAGINA': 0.02631578947368421}	0.0263157894737	11.3038828549
UniRef90_D1W6I0	{'VAGINA': 0.98285722822241262}	{'VAGINA': 0.02631578947368421}	0.0263157894737	9.51241927741
UniRef50_U2HZH6	{'VAGINA': 0.94962089924743798}	{'VAGINA': 0.02631578947368421}	0.0263157894737	9.33056918666
UniRef90_I1YT91	{'VAGINA': 9.5879613532803933}	{'VAGINA': 0.02631578947368421}	0.0263157894737	308.406795314
UniRef90_F2KYX4	{'VAGINA': 0.2307973156229354}	{'VAGINA': 0.0}	0.0	0.0
UniRef90_K1MZR1	{'VAGINA': 10.870441588906314}	{'VAGINA': 0.05263157894736842}	0.0526315789474	214.897013517
UniRef50_F9MMF5	{'VAGINA': 3.1146639646353305}	{'VAGINA': 0.02631578947368421}	0.0263157894737	22.9827760413
UniRef90_C2ETW4	{'VAGINA': 3.7393599256177312}	{'VAGINA': 0.02631578947368421}	0.0263157894737	26.73220924
UniRef90_C2ETW2	{'VAGINA': 3.8882897070084561}	{'VAGINA': 0.02631578947368421}	0.0263157894737	27.8205044556
UniRef90_D7V5S5	{'VAGINA': 15.685262363251748}	{'VAGINA': 0.15789473684210525}	0.157894736842	405.770690585
UniRef90_D6S2I4	{'VAGINA': 15.893340759554505}	{'VAGINA': 0.10526315789473684}	0.105263157895	455.125810144
UniRef90_C2ETW9	{'VAGINA': 3.9779684337765908}	{'VAGINA': 0.02631578947368421}	0.0263157894737	28.5405645709
UniRef90_W4JIF9	{'VAGINA': 13.280251615454496}	{'VAGINA': 0.5}	0.5	276.222339041
UniRef90_C4VKX1	{'VAGINA': 6.8653564987733935}	{'VAGINA': 0.05263157894736842}	0.0526315789474	84.8236555011
UniRef50_F1T4V0	{'VAGINA': 8.0622374767975415}	{'VAGINA': 0.02631578947368421}	0.0263157894737	178.404695354
UniRef90_I4LFB9	{'VAGINA': 7.2077224315102635}	{'VAGINA': 0.02631578947368421}	0.0263157894737	139.079549068
UniRef90_Q9PPR6	{'VAGINA': 6.7324614922496266}	{'VAGINA': 0.02631578947368421}	0.0263157894737	121.515323914
UniRef90_Q9PPR8	{'VAGINA': 9.1806539266508782}	{'VAGINA': 0.05263157894736842}	0.0526315789474	152.44070731
UniRef90_C4VQQ3	{'VAGINA': 15.947828840284135}	{'VAGINA': 0.13157894736842105}	0.131578947368	434.520365061
UniRef90_D1W0S5	{'VAGINA': 2.3301085321552217}	{'VAGINA': 0.02631578947368421}	0.0263157894737	17.9922998632
UniRef50_Q04939	{'VAGINA': 2.47508022830826}	{'VAGINA': 0.02631578947368421}	0.0263157894737	18.842314474
UniRef50_P17388	{'VAGINA': 6.6694315439348841}	{'VAGINA': 0.02631578947368421}	0.0263157894737	118.355839608
UniRef50_C8WG73	{'VAGINA': 1.825987469556682}	{'VAGINA': 0.02631578947368421}	0.0263157894737	14.7959290457
UniRef50_C8WG76	{'VAGINA': 2.1334910066019481}	{'VAGINA': 0.02631578947368421}	0.0263157894737	16.7575105479
UniRef90_D1W0S8	{'VAGINA': 1.4854468528307474}	{'VAGINA': 0.02631578947368421}	0.0263157894737	12.8903927292
UniRef90_Q59SR2	{'VAGINA': 6.0152065548824414}	{'VAGINA': 0.02631578947368421}	0.0263157894737	91.5382032967
UniRef90_C4VNH1	{'VAGINA': 16.644919450545153}	{'VAGINA': 0.2894736842105263}	0.289473684211	432.83058517
UniRef90_F2KZN7	{'VAGINA': 0.2307973156229354}	{'VAGINA': 0.0}	0.0	0.0
UniRef90_C7XM54	{'VAGINA': 16.503402408829267}	{'VAGINA': 0.5}	0.5	407.212912193
UniRef90_D2Q6G2	{'VAGINA': 0.2307973156229354}	{'VAGINA': 0.0}	0.0	0.0
UniRef50_F0HM42	{'VAGINA': 3.9309467427328104}	{'VAGINA': 0.02631578947368421}	0.0263157894737	28.1403784605
UniRef50_E4SL39	{'VAGINA': 14.404728586760845}	{'VAGINA': 0.15789473684210525}	0.157894736842	339.115566667
UniRef90_S4GDV2	{'VAGINA': 6.8554347891719605}	{'VAGINA': 0.05263157894736842}	0.0526315789474	84.6013419435
UniRef90_E3BR37	{'VAGINA': 17.21938234316465}	{'VAGINA': 0.3157894736842105}	0.315789473684	470.616137564
UniRef50_E1NHN9	{'VAGINA': 15.051878423883222}	{'VAGINA': 0.05263157894736842}	0.0526315789474	464.882711892
UniRef90_D7V6S6	{'VAGINA': 15.49562621353309}	{'VAGINA': 0.15789473684210525}	0.157894736842	394.352400763
UniRef90_E3BR33	{'VAGINA': 17.279451310429138}	{'VAGINA': 0.2631578947368421}	0.263157894737	501.751871927
UniRef90_D7V6S1	{'VAGINA': 15.49562621353309}	{'VAGINA': 0.15789473684210525}	0.157894736842	394.352400763
UniRef90_E3BR30	{'VAGINA': 16.215034351740709}	{'VAGINA': 0.2631578947368421}	0.263157894737	414.211119953
UniRef50_E3RBU5	{'VAGINA': 6.8647365466019901}	{'VAGINA': 0.05263157894736842}	0.0526315789474	84.8198023387
UniRef50_E3RBU7	{'VAGINA': 15.623654945995403}	{'VAGINA': 0.07894736842105263}	0.0789473684211	462.649265521
UniRef50_R6JPH2	{'VAGINA': 2.3835837053169824}	{'VAGINA': 0.02631578947368421}	0.0263157894737	18.2742874626
UniRef50_C6VL62	{'VAGINA': 4.0949647109790401}	{'VAGINA': 0.02631578947368421}	0.0263157894737	29.5797228875
UniRef90_G3YXD1	{'VAGINA': 16.608891244126305}	{'VAGINA': 0.2894736842105263}	0.289473684211	431.68530587
UniRef90_UPI000249031A	{'VAGINA': 2.0958562864826429}	{'VAGINA': 0.02631578947368421}	0.0263157894737	16.553865648
UniRef90_R4JRV8	{'VAGINA': 16.397070616441397}	{'VAGINA': 0.5}	0.5	402.832755403
UniRef50_F1T5L7	{'VAGINA': 4.4888952798630433}	{'VAGINA': 0.02631578947368421}	0.0263157894737	35.3085975176
UniRef90_D0DJZ2	{'VAGINA': 15.95165659173346}	{'VAGINA': 0.13157894736842105}	0.131578947368	434.740983428
UniRef50_I1YW03	{'VAGINA': 9.7013219253736214}	{'VAGINA': 0.02631578947368421}	0.0263157894737	317.331064735
UniRef90_S4I066	{'VAGINA': 8.3826948530620946}	{'VAGINA': 0.02631578947368421}	0.0263157894737	195.900187766
UniRef90_D5H375	{'VAGINA': 13.093503360292887}	{'VAGINA': 0.5}	0.5	268.61789441
UniRef90_D5H374	{'VAGINA': 13.078818978405913}	{'VAGINA': 0.5}	0.5	268.055687709
UniRef90_D5H377	{'VAGINA': 13.033546205611085}	{'VAGINA': 0.5}	0.5	265.812049715
UniRef90_D5H376	{'VAGINA': 13.434511827155765}	{'VAGINA': 0.5}	0.5	282.041894652
UniRef90_D5H370	{'VAGINA': 14.434267040145553}	{'VAGINA': 0.5}	0.5	316.624332578
UniRef90_D5H373	{'VAGINA': 13.225929560397979}	{'VAGINA': 0.47368421052631576}	0.473684210526	276.401875588
UniRef90_D5H372	{'VAGINA': 13.554460925721523}	{'VAGINA': 0.5}	0.5	285.098142454
UniRef90_D5H379	{'VAGINA': 13.400235507636369}	{'VAGINA': 0.5}	0.5	280.526976258
UniRef50_A0A099YDX3	{'VAGINA': 9.4121500332917734}	{'VAGINA': 0.02631578947368421}	0.0263157894737	295.01172544
SRS014494.563	{'VAGINA': 17.825926073328183}	{'VAGINA': 0.3157894736842105}	0.315789473684	565.465398957
UniRef90_G3YYB4	{'VAGINA': 16.49461083558926}	{'VAGINA': 0.07894736842105263}	0.0789473684211	795.972223611
UniRef90_G3YYB5	{'VAGINA': 16.49461083558926}	{'VAGINA': 0.07894736842105263}	0.0789473684211	795.972223611
UniRef90_G3YYB6	{'VAGINA': 16.49461083558926}	{'VAGINA': 0.07894736842105263}	0.0789473684211	795.972223611
UniRef50_C9LKI3	{'VAGINA': 8.3435245748477502}	{'VAGINA': 0.02631578947368421}	0.0263157894737	192.379337258
SRS024428.309	{'VAGINA': 5.6256826401920952}	{'VAGINA': 0.02631578947368421}	0.0263157894737	74.5983543738
UniRef50_D5GJN2	{'VAGINA': 1.2201876827043652}	{'VAGINA': 0.02631578947368421}	0.0263157894737	11.0051018102
UniRef90_U2GMW8	{'VAGINA': 12.080287681401275}	{'VAGINA': 0.18421052631578946}	0.184210526316	237.59136262
UniRef90_D2RA58	{'VAGINA': 7.4612104576004139}	{'VAGINA': 0.10526315789473684}	0.105263157895	96.0714147709
UniRef90_D2RA59	{'VAGINA': 6.7750751526522173}	{'VAGINA': 0.10526315789473684}	0.105263157895	76.0698799904
UniRef90_D0DMT0	{'VAGINA': 12.82452005504793}	{'VAGINA': 0.2631578947368421}	0.263157894737	268.775609288
UniRef90_D2RA54	{'VAGINA': 8.0642492134643433}	{'VAGINA': 0.10526315789473684}	0.105263157895	113.867914669
UniRef90_D2RA55	{'VAGINA': 8.6413164811352505}	{'VAGINA': 0.10526315789473684}	0.105263157895	130.737467652
UniRef90_D2RA56	{'VAGINA': 7.5909068381478217}	{'VAGINA': 0.10526315789473684}	0.105263157895	99.0158793395
UniRef90_D2RA57	{'VAGINA': 6.8472516587575196}	{'VAGINA': 0.10526315789473684}	0.105263157895	78.3613168777
UniRef90_D2RA50	{'VAGINA': 7.4670045925458171}	{'VAGINA': 0.10526315789473684}	0.105263157895	96.2392704639
UniRef90_C8PCI2	{'VAGINA': 17.695421428476489}	{'VAGINA': 0.2894736842105263}	0.289473684211	560.604008257
UniRef90_D2RA52	{'VAGINA': 6.7744119498086279}	{'VAGINA': 0.10526315789473684}	0.105263157895	76.0684627447
UniRef90_D2RA53	{'VAGINA': 6.7757383366840775}	{'VAGINA': 0.10526315789473684}	0.105263157895	76.1106299793
UniRef50_P94870	{'VAGINA': 8.6183532524476991}	{'VAGINA': 0.02631578947368421}	0.0263157894737	222.510782371
UniRef90_E8ZEB1	{'VAGINA': 11.315820355393088}	{'VAGINA': 0.05263157894736842}	0.0526315789474	246.820787835
UniRef90_D3QZY1	{'VAGINA': 6.785834677517804}	{'VAGINA': 0.05263157894736842}	0.0526315789474	82.3239599994
UniRef90_D4FEZ7	{'VAGINA': 9.8297524346249752}	{'VAGINA': 0.07894736842105263}	0.0789473684211	164.716145973
UniRef90_B0NWR6	{'VAGINA': 7.2114815712304683}	{'VAGINA': 0.02631578947368421}	0.0263157894737	139.412266239
UniRef90_D3QZY9	{'VAGINA': 11.019634741877306}	{'VAGINA': 0.02631578947368421}	0.0263157894737	481.029866692
UniRef50_C7Y848	{'VAGINA': 11.334891739267398}	{'VAGINA': 0.02631578947368421}	0.0263157894737	683.85668369
UniRef50_C7Y844	{'VAGINA': 15.014261777821739}	{'VAGINA': 0.05263157894736842}	0.0526315789474	461.116028344
UniRef90_E3R367	{'VAGINA': 16.339846432770479}	{'VAGINA': 0.21052631578947367}	0.210526315789	429.057521583
UniRef90_E3R361	{'VAGINA': 16.421101046054293}	{'VAGINA': 0.21052631578947367}	0.210526315789	432.853721194
UniRef90_E3R360	{'VAGINA': 16.705927720590278}	{'VAGINA': 0.21052631578947367}	0.210526315789	455.648526787
UniRef90_E3R363	{'VAGINA': 16.514990216534557}	{'VAGINA': 0.21052631578947367}	0.210526315789	439.944463253
UniRef90_E3R362	{'VAGINA': 16.331175707789672}	{'VAGINA': 0.21052631578947367}	0.210526315789	428.351051533
UniRef90_E3R369	{'VAGINA': 16.242843585835232}	{'VAGINA': 0.21052631578947367}	0.210526315789	423.062644681
UniRef90_E3R368	{'VAGINA': 16.518814542605259}	{'VAGINA': 0.21052631578947367}	0.210526315789	440.584206217
UniRef50_E4LA45	{'VAGINA': 5.4724542502159457}	{'VAGINA': 0.02631578947368421}	0.0263157894737	68.3416560037
UniRef90_E3BSV0	{'VAGINA': 16.827108905795516}	{'VAGINA': 0.2631578947368421}	0.263157894737	455.694832565
UniRef90_Q84BU3	{'VAGINA': 13.71537573671886}	{'VAGINA': 0.5}	0.5	290.337281369
UniRef90_Q84BU5	{'VAGINA': 9.6651843005358309}	{'VAGINA': 0.02631578947368421}	0.0263157894737	313.917783549
UniRef90_Q84BU6	{'VAGINA': 13.631545801530468}	{'VAGINA': 0.47368421052631576}	0.473684210526	289.585090972
UniRef90_E1NMS6	{'VAGINA': 9.2248293059894024}	{'VAGINA': 0.02631578947368421}	0.0263157894737	281.491439623
UniRef90_F6A2V4	{'VAGINA': 11.292580562948366}	{'VAGINA': 0.07894736842105263}	0.0789473684211	223.339772222
UniRef90_D0DXF6	{'VAGINA': 12.505796870124756}	{'VAGINA': 0.3684210526315789}	0.368421052632	246.718179875
UniRef50_E3BSG1	{'VAGINA': 10.938803746717749}	{'VAGINA': 0.02631578947368421}	0.0263157894737	462.006311174
UniRef90_D0DXF8	{'VAGINA': 4.6521852843581168}	{'VAGINA': 0.10526315789473684}	0.105263157895	29.6367379708
UniRef90_D8IMS1	{'VAGINA': 13.044477139109762}	{'VAGINA': 0.05263157894736842}	0.0526315789474	330.281572132
UniRef90_D3LU59	{'VAGINA': 3.6358533068421353}	{'VAGINA': 0.02631578947368421}	0.0263157894737	25.9400809052
UniRef90_D3LU58	{'VAGINA': 3.6358533068421353}	{'VAGINA': 0.02631578947368421}	0.0263157894737	25.9400809052
UniRef90_D3LU57	{'VAGINA': 3.6358533068421353}	{'VAGINA': 0.02631578947368421}	0.0263157894737	25.9400809052
UniRef90_D3LU56	{'VAGINA': 3.6358533068421353}	{'VAGINA': 0.02631578947368421}	0.0263157894737	25.9400809052
UniRef90_D5GZW3	{'VAGINA': 16.797794519564533}	{'VAGINA': 0.5}	0.5	422.900800346
UniRef90_D5GZW2	{'VAGINA': 16.847942004672607}	{'VAGINA': 0.5}	0.5	425.64653998
UniRef90_D3LU53	{'VAGINA': 5.1512288427651249}	{'VAGINA': 0.02631578947368421}	0.0263157894737	54.6435282943
UniRef90_D3LU52	{'VAGINA': 4.9330175391473761}	{'VAGINA': 0.02631578947368421}	0.0263157894737	47.1251600047
UniRef90_D3LU51	{'VAGINA': 3.7519916733413146}	{'VAGINA': 0.02631578947368421}	0.0263157894737	26.7830607936
UniRef90_D3LU50	{'VAGINA': 3.7519916733413146}	{'VAGINA': 0.02631578947368421}	0.0263157894737	26.7830607936
UniRef90_F0TGK8	{'VAGINA': 16.403457783175472}	{'VAGINA': 0.3157894736842105}	0.315789473684	413.602352396
UniRef90_Q047T0	{'VAGINA': 16.735519521289874}	{'VAGINA': 0.47368421052631576}	0.473684210526	424.193071689
UniRef50_C2EWA3	{'VAGINA': 4.0576553699790896}	{'VAGINA': 0.02631578947368421}	0.0263157894737	29.3370454427
UniRef50_R4JZ61	{'VAGINA': 11.344332241226475}	{'VAGINA': 0.02631578947368421}	0.0263157894737	714.558222119
UniRef50_UPI0003665F7A	{'VAGINA': 10.018678883673282}	{'VAGINA': 0.02631578947368421}	0.0263157894737	344.035494722
UniRef90_E1GTG2	{'VAGINA': 8.0413482217830321}	{'VAGINA': 0.02631578947368421}	0.0263157894737	178.388201104
UniRef90_R4K2K1	{'VAGINA': 8.3503335380635768}	{'VAGINA': 0.02631578947368421}	0.0263157894737	192.946239755
UniRef90_D3LVN9	{'VAGINA': 4.8556853189627702}	{'VAGINA': 0.02631578947368421}	0.0263157894737	44.5218217253
UniRef90_D3LVN8	{'VAGINA': 2.6244878567499081}	{'VAGINA': 0.02631578947368421}	0.0263157894737	19.817321485
UniRef90_D3LVN0	{'VAGINA': 4.854141400929052}	{'VAGINA': 0.02631578947368421}	0.0263157894737	44.5094217443
UniRef90_D3LVN3	{'VAGINA': 3.0713265984196791}	{'VAGINA': 0.02631578947368421}	0.0263157894737	22.6870912034
UniRef90_D3LVN5	{'VAGINA': 2.9859416120822915}	{'VAGINA': 0.02631578947368421}	0.0263157894737	22.1767995644
UniRef90_D3LVN4	{'VAGINA': 3.0713265984196791}	{'VAGINA': 0.02631578947368421}	0.0263157894737	22.6870912034
UniRef90_D3LVN7	{'VAGINA': 5.6457305126867485}	{'VAGINA': 0.02631578947368421}	0.0263157894737	75.3343488716
UniRef90_D3LVN6	{'VAGINA': 2.9859416120822915}	{'VAGINA': 0.02631578947368421}	0.0263157894737	22.1767995644
SRS047335.3644	{'VAGINA': 1.638932756973001}	{'VAGINA': 0.02631578947368421}	0.0263157894737	13.7642439065
UniRef90_E1NJK1	{'VAGINA': 14.87799507970912}	{'VAGINA': 0.15789473684210525}	0.157894736842	362.01660446
UniRef50_L2P8M7	{'VAGINA': 2.3428194353536091}	{'VAGINA': 0.02631578947368421}	0.0263157894737	18.0656649691
UniRef50_E3R351	{'VAGINA': 6.0245156331179182}	{'VAGINA': 0.02631578947368421}	0.0263157894737	91.8895608722
UniRef90_Q044R7	{'VAGINA': 4.0466007231916654}	{'VAGINA': 0.02631578947368421}	0.0263157894737	29.2382062271
UniRef90_Q044R6	{'VAGINA': 4.0466007231916654}	{'VAGINA': 0.02631578947368421}	0.0263157894737	29.2382062271
UniRef50_A6L012	{'VAGINA': 7.8670115640394123}	{'VAGINA': 0.02631578947368421}	0.0263157894737	170.293530519
UniRef90_A0A096A3R1	{'VAGINA': 8.5279197338448753}	{'VAGINA': 0.02631578947368421}	0.0263157894737	210.297549955
UniRef90_D6SYE3	{'VAGINA': 5.188794810004481}	{'VAGINA': 0.05263157894736842}	0.0526315789474	37.756238218
UniRef90_D3LWH8	{'VAGINA': 3.4333072591662646}	{'VAGINA': 0.02631578947368421}	0.0263157894737	24.7046121196
UniRef90_D3LWH9	{'VAGINA': 3.4333072591662646}	{'VAGINA': 0.02631578947368421}	0.0263157894737	24.7046121196
UniRef50_E3D8B9	{'VAGINA': 7.4877166867338953}	{'VAGINA': 0.02631578947368421}	0.0263157894737	153.051662422
UniRef90_D3LWH2	{'VAGINA': 4.8304310872806919}	{'VAGINA': 0.02631578947368421}	0.0263157894737	43.8729101391
UniRef90_D3LWH3	{'VAGINA': 2.6504290204529388}	{'VAGINA': 0.02631578947368421}	0.0263157894737	20.0281157397
UniRef50_E3D8B6	{'VAGINA': 5.7891914392680484}	{'VAGINA': 0.02631578947368421}	0.0263157894737	81.5815907234
UniRef90_D3LWH1	{'VAGINA': 4.8813740350730912}	{'VAGINA': 0.02631578947368421}	0.0263157894737	45.4816744652
UniRef90_D3LWH6	{'VAGINA': 5.3210081531587141}	{'VAGINA': 0.02631578947368421}	0.0263157894737	62.1347681708
UniRef50_Q7NB88	{'VAGINA': 2.7829761607736261}	{'VAGINA': 0.02631578947368421}	0.0263157894737	20.9004749781
UniRef90_D3LWH5	{'VAGINA': 2.8078205402243421}	{'VAGINA': 0.02631578947368421}	0.0263157894737	21.0435920565
UniRef50_C8P6G5	{'VAGINA': 4.2056381354713075}	{'VAGINA': 0.02631578947368421}	0.0263157894737	30.7732005332
UniRef90_F2I7R3	{'VAGINA': 12.979405387206592}	{'VAGINA': 0.05263157894736842}	0.0526315789474	327.100554114
UniRef50_R6A423	{'VAGINA': 8.5006254037513465}	{'VAGINA': 0.02631578947368421}	0.0263157894737	207.729982719
UniRef50_E1NUY1	{'VAGINA': 8.4533127136413597}	{'VAGINA': 0.02631578947368421}	0.0263157894737	201.914015885
UniRef90_A0A3H0	{'VAGINA': 5.6473600238143886}	{'VAGINA': 0.02631578947368421}	0.0263157894737	75.3933599493
UniRef90_A0A3H2	{'VAGINA': 5.6473600238143886}	{'VAGINA': 0.02631578947368421}	0.0263157894737	75.3933599493
UniRef90_F2KY32	{'VAGINA': 0.2307973156229354}	{'VAGINA': 0.0}	0.0	0.0
UniRef90_A0A3H9	{'VAGINA': 5.3481466701824134}	{'VAGINA': 0.02631578947368421}	0.0263157894737	62.9625167225
UniRef50_T0E866	{'VAGINA': 1.9248101590603728}	{'VAGINA': 0.02631578947368421}	0.0263157894737	15.4268333982
UniRef90_Q042D9	{'VAGINA': 13.341686456918858}	{'VAGINA': 0.15789473684210525}	0.157894736842	297.788115033
UniRef90_Q042D8	{'VAGINA': 13.161295488804269}	{'VAGINA': 0.15789473684210525}	0.157894736842	289.774254509
UniRef50_Q74LY5	{'VAGINA': 16.163804541165526}	{'VAGINA': 0.15789473684210525}	0.157894736842	432.639155165
UniRef90_Q042D2	{'VAGINA': 13.548924000622412}	{'VAGINA': 0.15789473684210525}	0.157894736842	305.454880315
UniRef90_Q042D1	{'VAGINA': 13.548924000622412}	{'VAGINA': 0.15789473684210525}	0.157894736842	305.454880315
UniRef90_D1W1B7	{'VAGINA': 0.71628246107673021}	{'VAGINA': 0.02631578947368421}	0.0263157894737	7.44053048674
UniRef90_Q042D7	{'VAGINA': 13.154390960999335}	{'VAGINA': 0.15789473684210525}	0.157894736842	289.617980729
UniRef50_J6IXG5	{'VAGINA': 1.8085702790270861}	{'VAGINA': 0.02631578947368421}	0.0263157894737	14.6950477113
UniRef90_UPI000252C863	{'VAGINA': 18.12376149880734}	{'VAGINA': 0.9473684210526315}	0.947368421053	550.258212573
UniRef50_E2SGG6	{'VAGINA': 8.240668298941964}	{'VAGINA': 0.02631578947368421}	0.0263157894737	185.627252789
UniRef50_F1T433	{'VAGINA': 6.8994444055341253}	{'VAGINA': 0.02631578947368421}	0.0263157894737	129.470729534
UniRef90_D1VZ48	{'VAGINA': 1.030540687441543}	{'VAGINA': 0.02631578947368421}	0.0263157894737	9.79669847422
UniRef90_D1VZ46	{'VAGINA': 1.1178292189648298}	{'VAGINA': 0.02631578947368421}	0.0263157894737	10.3486251488
UniRef90_D1VZ43	{'VAGINA': 2.9939409018593088}	{'VAGINA': 0.02631578947368421}	0.0263157894737	22.248357276
UniRef90_D1VZ42	{'VAGINA': 0.89318468099582904}	{'VAGINA': 0.02631578947368421}	0.0263157894737	8.94481165037
UniRef50_A5VKI9	{'VAGINA': 4.4473533887775876}	{'VAGINA': 0.02631578947368421}	0.0263157894737	34.3618695259
UniRef50_C8P8Q5	{'VAGINA': 2.2714844578764595}	{'VAGINA': 0.02631578947368421}	0.0263157894737	17.5975501758
UniRef90_C7XLY9	{'VAGINA': 15.913261455470087}	{'VAGINA': 0.05263157894736842}	0.0526315789474	1302.2625436
UniRef90_C7XLY5	{'VAGINA': 15.604287180639149}	{'VAGINA': 0.47368421052631576}	0.473684210526	367.423333612
UniRef90_C7XLY3	{'VAGINA': 15.747696771635601}	{'VAGINA': 0.47368421052631576}	0.473684210526	374.557898394
UniRef90_C7XLY1	{'VAGINA': 16.10095187878234}	{'VAGINA': 0.07894736842105263}	0.0789473684211	540.360609459
UniRef90_E1GVM8	{'VAGINA': 7.1151720869016941}	{'VAGINA': 0.02631578947368421}	0.0263157894737	135.396240575
UniRef90_C2EU96	{'VAGINA': 5.7354410097017476}	{'VAGINA': 0.05263157894736842}	0.0526315789474	49.5788375259
UniRef90_E1GVM4	{'VAGINA': 7.1151720869016941}	{'VAGINA': 0.02631578947368421}	0.0263157894737	135.396240575
UniRef90_E1GVM6	{'VAGINA': 7.1151720869016941}	{'VAGINA': 0.02631578947368421}	0.0263157894737	135.396240575
UniRef50_Q8RIG0	{'VAGINA': 8.5671869967288341}	{'VAGINA': 0.02631578947368421}	0.0263157894737	215.646673029
UniRef90_E1GVM0	{'VAGINA': 7.1151720869016941}	{'VAGINA': 0.02631578947368421}	0.0263157894737	135.396240575
UniRef90_E1GVM1	{'VAGINA': 7.1151720869016941}	{'VAGINA': 0.02631578947368421}	0.0263157894737	135.396240575
UniRef90_E1GVM3	{'VAGINA': 7.1151720869016941}	{'VAGINA': 0.02631578947368421}	0.0263157894737	135.396240575
UniRef90_C7XIY7	{'VAGINA': 15.314179188716794}	{'VAGINA': 0.47368421052631576}	0.473684210526	353.566512048
UniRef90_C2ETW8	{'VAGINA': 0.67238550738072667}	{'VAGINA': 0.02631578947368421}	0.0263157894737	6.88407571004
UniRef90_E3R1R9	{'VAGINA': 17.054092998298181}	{'VAGINA': 0.2631578947368421}	0.263157894737	477.29701582
UniRef90_E3R1R8	{'VAGINA': 18.071951328084225}	{'VAGINA': 0.5}	0.5	557.942779181
UniRef90_E3R1R4	{'VAGINA': 14.344471976446624}	{'VAGINA': 0.07894736842105263}	0.0789473684211	374.378783979
UniRef90_C7XKY6	{'VAGINA': 11.07482718549303}	{'VAGINA': 0.02631578947368421}	0.0263157894737	495.883604758
SRS011269.3948	{'VAGINA': 13.972140899224989}	{'VAGINA': 0.4473684210526316}	0.447368421053	303.595749273
UniRef90_E1NV74	{'VAGINA': 17.046465466709403}	{'VAGINA': 0.2631578947368421}	0.263157894737	476.334096199
UniRef90_T1ZTW9	{'VAGINA': 1.079954353823777}	{'VAGINA': 0.02631578947368421}	0.0263157894737	10.0506073056
UniRef90_U2GN39	{'VAGINA': 13.133665226114116}	{'VAGINA': 0.15789473684210525}	0.157894736842	289.126139525
UniRef90_F8DN08	{'VAGINA': 4.3592697265961045}	{'VAGINA': 0.02631578947368421}	0.0263157894737	32.8245870398
UniRef50_C7N524	{'VAGINA': 1.6688256342238079}	{'VAGINA': 0.02631578947368421}	0.0263157894737	13.9399662084
UniRef50_D4YV97	{'VAGINA': 11.112163474321397}	{'VAGINA': 0.05263157894736842}	0.0526315789474	233.700544115
UniRef50_D4YV98	{'VAGINA': 3.8810631375199125}	{'VAGINA': 0.02631578947368421}	0.0263157894737	27.7480660358
UniRef50_D1YG20	{'VAGINA': 6.5818540991472583}	{'VAGINA': 0.02631578947368421}	0.0263157894737	115.183378303
UniRef90_E1GWI2	{'VAGINA': 7.0213763620368317}	{'VAGINA': 0.02631578947368421}	0.0263157894737	133.96149078
UniRef50_F8DN87	{'VAGINA': 7.1409257618719355}	{'VAGINA': 0.10526315789473684}	0.105263157895	87.6862380592
