Gene ID	Annotation	SRS056210	SRS011132	SRS019597	SRS015996	SRS016033
SRS056210.78-T1-C	UniRef_unknown	0.0851063829787	0.0	0.0	0.0	0.0
SRS056210.11-T1-C	UniRef_unknown	0.0926829268293	0.0	0.0	0.0	0.0
SRS056210.95-T1-C	UniRef_unknown	0.0959595959596	0.0	0.0	0.0	0.0
SRS056210.60-T1-C	UniRef_unknown	0.0695187165775	0.0	0.0	0.0	0.0
SRS056210.2-T1-C	UniRef_unknown	0.0408921933086	0.0	0.0	0.0	0.0
SRS056210.46-T1-C	UniRef_unknown	0.0746753246753	0.0	0.0	0.0	0.0
SRS056210.32-T1-C	UniRef_unknown	0.152610441767	0.0	0.0	0.0	0.0
SRS056210.72-T1-C	UniRef_unknown	0.0582278481013	0.0	0.0	0.0	0.0
SRS056210.57-T1-C	UniRef_unknown	0.0969529085873	0.0	0.0	0.0	0.0
SRS056210.15-T1-C	UniRef_unknown	0.0995260663507	0.0	0.0	0.0	0.0
SRS056210.79-T1-C	UniRef_unknown	0.0813953488372	0.0	0.0	0.0	0.0
SRS056210.91-T1-C	UniRef_unknown	0.0912981455064	0.0	0.0	0.0	0.0
SRS056210.38-T1-C	UniRef_unknown	0.0687022900763	0.0	0.0	0.0	0.0
SRS056210.70-T1-C	UniRef_unknown	0.0583756345178	0.0	0.0	0.0	0.0
SRS056210.21-T1-C	UniRef_unknown	0.0557939914163	0.0	0.0	0.0	0.0
SRS056210.93-T1-C	UniRef_unknown	0.0965909090909	0.0	0.0	0.0	0.0
SRS056210.36-T1-C	UniRef_unknown	0.0778210116732	0.0	0.0	0.0	0.0
SRS056210.24-T1-C	UniRef_unknown	0.0622406639004	0.0	0.0	0.0	0.0
SRS056210.61-T1-C	UniRef_unknown	0.0695187165775	0.0	0.0	0.0	0.0
SRS056210.40-T1-C	UniRef_unknown	0.0606060606061	0.0	0.0	0.0	0.0
SRS056210.7-T1-C	UniRef_unknown	0.0646766169154	0.0	0.0	0.0	0.0
SRS056210.29-T1-C	UniRef_unknown	0.0731707317073	0.0	0.0	0.0	0.0
SRS056210.80-T1-C	UniRef_unknown	0.0869565217391	0.0	0.0	0.0	0.0
SRS056210.54-T1-C	UniRef_unknown	0.0804597701149	0.0	0.0	0.0	0.0
SRS056210.68-T1-C	UniRef_unknown	0.0731070496084	0.0	0.0	0.0	0.0
SRS056210.94-T1-C	UniRef_unknown	0.0678925035361	0.0	0.0	0.0	0.0
SRS056210.85-T1-C	UniRef_unknown	0.0729613733906	0.0	0.0	0.0	0.0
SRS056210.25-T1-C	UniRef_unknown	0.0746887966805	0.0	0.0	0.0	0.0
SRS056210.19-T1-C	UniRef_unknown	0.0714285714286	0.0	0.0	0.0	0.0
SRS056210.75-T1-C	UniRef_unknown	0.0776699029126	0.0	0.0	0.0	0.0
SRS056210.23-T1-C	UniRef_unknown	0.0677966101695	0.0	0.0	0.0	0.0
SRS056210.71-T1-C	UniRef_unknown	0.0583756345178	0.0	0.0	0.0	0.0
SRS056210.14-T1-C	UniRef_unknown	0.0568720379147	0.0	0.0	0.0	0.0
SRS056210.6-T1-C	UniRef_unknown	0.075	0.0	0.0	0.0	0.0
SRS056210.89-T1-C	UniRef_unknown	0.0621359223301	0.0	0.0	0.0	0.0
SRS056210.86-T1-C	UniRef_unknown	0.0729613733906	0.0	0.0	0.0	0.0
SRS011132.171-T1-C	UniRef_unknown	0.0	0.0666666666667	0.0	0.0	0.0
SRS011132.185-T1-C	UniRef_unknown	0.0	0.0681818181818	0.0	0.0	0.0
SRS011132.147-T1-C	UniRef_unknown	0.0	0.0493827160494	0.0	0.0	0.0
SRS011132.251-T1-C	UniRef_unknown	0.0	0.06875	0.0	0.0	0.0
SRS011132.137-T1-C	UniRef_unknown	0.0	0.105042016807	0.0	0.0	0.0
SRS011132.84-T1-C	UniRef_unknown	0.0	0.045871559633	0.0	0.0	0.0
SRS011132.233-T1-C	UniRef_unknown	0.0	0.0566666666667	0.0	0.0	0.0
SRS011132.5-T1-C	UniRef_unknown	0.0	0.0757097791798	0.0	0.0	0.0
SRS011132.30-T1-C	UniRef_unknown	0.0	0.0735294117647	0.0	0.0	0.0
SRS011132.191-T1-C	UniRef_unknown	0.0	0.0786516853933	0.0	0.0	0.0
SRS011132.136-T1-C	UniRef_unknown	0.0	0.105042016807	0.0	0.0	0.0
SRS011132.41-T1-C	UniRef_unknown	0.0	0.0676328502415	0.0	0.0	0.0
SRS011132.289-T1-C	UniRef_unknown	0.0	0.0829268292683	0.0	0.0	0.0
SRS011132.21-T1-C	UniRef_unknown	0.0	0.0643564356436	0.0	0.0	0.0
SRS011132.224-T1-C	UniRef_unknown	0.0	0.0816326530612	0.0	0.0	0.0
SRS011132.217-T1-C	UniRef_unknown	0.0	0.0696864111498	0.0	0.0	0.0
SRS011132.169-T1-C	UniRef_unknown	0.0	0.0592885375494	0.0	0.0	0.0
SRS011132.35-T1-C	UniRef_unknown	0.0	0.0634146341463	0.0	0.0	0.0
SRS011132.194-T1-C	UniRef_unknown	0.0	0.0936329588015	0.0	0.0	0.0
SRS011132.140-T1-C	UniRef_unknown	0.0	0.0669456066946	0.0	0.0	0.0
SRS011132.273-T1-C	UniRef_unknown	0.0	0.0730337078652	0.0	0.0	0.0
SRS011132.256-T1-C	UniRef_unknown	0.0	0.0707692307692	0.0	0.0	0.0
SRS011132.248-T1-C	UniRef_unknown	0.0	0.0752351097179	0.0	0.0	0.0
SRS011132.204-T1-C	UniRef_unknown	0.0	0.054347826087	0.0	0.0	0.0
SRS011132.117-T1-C	UniRef_unknown	0.0	0.0478260869565	0.0	0.0	0.0
SRS011132.186-T1-C	UniRef_unknown	0.0	0.0833333333333	0.0	0.0	0.0
SRS011132.208-T1-C	UniRef_unknown	0.0	0.0539568345324	0.0	0.0	0.0
SRS011132.70-T1-C	UniRef_unknown	0.0	0.0651162790698	0.0	0.0	0.0
SRS011132.20-T1-C	UniRef_unknown	0.0	0.0594059405941	0.0	0.0	0.0
SRS011132.129-T1-C	UniRef_unknown	0.0	0.0811965811966	0.0	0.0	0.0
SRS011132.91-T1-C	UniRef_unknown	0.0	0.0863636363636	0.0	0.0	0.0
SRS011132.107-T1-C	UniRef_unknown	0.0	0.0837004405286	0.0	0.0	0.0
SRS011132.242-T1-C	UniRef_unknown	0.0	0.16339869281	0.0	0.0	0.0
SRS011132.120-T1-C	UniRef_unknown	0.0	0.0606060606061	0.0	0.0	0.0
SRS011132.260-T1-C	UniRef_unknown	0.0	0.111111111111	0.0	0.0	0.0
SRS011132.38-T1-C	UniRef_unknown	0.0	0.0631067961165	0.0	0.0	0.0
SRS011132.314-T1-C	UniRef_unknown	0.0	0.0773420479303	0.0	0.0	0.0
SRS011132.160-T1-C	UniRef_unknown	0.0	0.048	0.0	0.0	0.0
SRS011132.285-T1-C	UniRef_unknown	0.0	0.110837438424	0.0	0.0	0.0
SRS011132.22-T1-C	UniRef_unknown	0.0	0.0841584158416	0.0	0.0	0.0
SRS011132.102-T1-C	UniRef_unknown	0.0	0.0711111111111	0.0	0.0	0.0
SRS011132.150-T1-C	UniRef_unknown	0.0	0.0860655737705	0.0	0.0	0.0
SRS011132.295-T1-C	UniRef_unknown	0.0	0.0527426160338	0.0	0.0	0.0
SRS011132.303-T1-C	UniRef_unknown	0.0	0.0808270676692	0.0	0.0	0.0
SRS011132.1-T1-C	UniRef_unknown	0.0	0.0467032967033	0.0	0.0	0.0
SRS011132.69-T1-C	UniRef_unknown	0.0	0.0883720930233	0.0	0.0	0.0
SRS011132.79-T1-C	UniRef_unknown	0.0	0.0963302752294	0.0	0.0	0.0
SRS011132.220-T1-C	UniRef_unknown	0.0	0.0616438356164	0.0	0.0	0.0
SRS011132.252-T1-C	UniRef_unknown	0.0	0.0903426791277	0.0	0.0	0.0
SRS011132.236-T1-C	UniRef_unknown	0.0	0.0761589403974	0.0	0.0	0.0
SRS011132.152-T1-C	UniRef_unknown	0.0	0.069387755102	0.0	0.0	0.0
SRS011132.34-T1-C	UniRef_unknown	0.0	0.0926829268293	0.0	0.0	0.0
SRS011132.58-T1-C	UniRef_unknown	0.0	0.0610328638498	0.0	0.0	0.0
SRS011132.145-T1-C	UniRef_unknown	0.0	0.0905349794239	0.0	0.0	0.0
SRS011132.223-T1-C	UniRef_unknown	0.0	0.0580204778157	0.0	0.0	0.0
SRS011132.32-T1-C	UniRef_unknown	0.0	0.0735294117647	0.0	0.0	0.0
SRS011132.283-T1-C	UniRef_unknown	0.0	0.0556962025316	0.0	0.0	0.0
SRS011132.109-T1-C	UniRef_unknown	0.0	0.0921052631579	0.0	0.0	0.0
SRS011132.122-T1-C	UniRef_unknown	0.0	0.0646551724138	0.0	0.0	0.0
SRS011132.311-T1-C	UniRef_unknown	0.0	0.0612813370474	0.0	0.0	0.0
SRS011132.151-T1-C	UniRef_unknown	0.0	0.0860655737705	0.0	0.0	0.0
SRS011132.57-T1-C	UniRef_unknown	0.0	0.0845070422535	0.0	0.0	0.0
SRS011132.67-T1-C	UniRef_unknown	0.0	0.0697674418605	0.0	0.0	0.0
SRS011132.59-T1-C	UniRef_unknown	0.0	0.0704225352113	0.0	0.0	0.0
SRS011132.50-T1-C	UniRef_unknown	0.0	0.0765550239234	0.0	0.0	0.0
SRS011132.26-T1-C	UniRef_unknown	0.0	0.0788177339901	0.0	0.0	0.0
SRS011132.82-T1-C	UniRef_unknown	0.0	0.0871559633028	0.0	0.0	0.0
SRS011132.257-T1-C	UniRef_unknown	0.0	0.0699088145897	0.0	0.0	0.0
SRS011132.178-T1-C	UniRef_unknown	0.0	0.0769230769231	0.0	0.0	0.0
SRS011132.115-T1-C	UniRef_unknown	0.0	0.0742358078603	0.0	0.0	0.0
SRS011132.110-T1-C	UniRef_unknown	0.0	0.0614035087719	0.0	0.0	0.0
SRS011132.287-T1-C	UniRef_unknown	0.0	0.0658536585366	0.0	0.0	0.0
SRS011132.2-T1-C	UniRef_unknown	0.0	0.0694087403599	0.0	0.0	0.0
SRS011132.307-T1-C	UniRef_unknown	0.0	0.0762564991334	0.0	0.0	0.0
SRS011132.143-T1-C	UniRef_unknown	0.0	0.0826446280992	0.0	0.0	0.0
SRS011132.244-T1-C	UniRef_unknown	0.0	0.0673076923077	0.0	0.0	0.0
SRS011132.23-T1-C	UniRef_unknown	0.0	0.0841584158416	0.0	0.0	0.0
SRS011132.166-T1-C	UniRef_unknown	0.0	0.0714285714286	0.0	0.0	0.0
SRS011132.277-T1-C	UniRef_unknown	0.0	0.116666666667	0.0	0.0	0.0
SRS011132.55-T1-C	UniRef_unknown	0.0	0.146226415094	0.0	0.0	0.0
SRS011132.25-T1-C	UniRef_unknown	0.0	0.0841584158416	0.0	0.0	0.0
SRS011132.279-T1-C	UniRef_unknown	0.0	0.0748663101604	0.0	0.0	0.0
SRS011132.281-T1-C	UniRef_unknown	0.0	0.0529100529101	0.0	0.0	0.0
SRS011132.65-T1-C	UniRef_unknown	0.0	0.0654205607477	0.0	0.0	0.0
SRS011132.268-T1-C	UniRef_unknown	0.0	0.0659025787966	0.0	0.0	0.0
SRS011132.196-T1-C	UniRef_unknown	0.0	0.0664206642066	0.0	0.0	0.0
SRS011132.162-T1-C	UniRef_unknown	0.0	0.0677290836653	0.0	0.0	0.0
SRS011132.90-T1-C	UniRef_unknown	0.0	0.0821917808219	0.0	0.0	0.0
SRS011132.184-T1-C	UniRef_unknown	0.0	0.0839694656489	0.0	0.0	0.0
SRS011132.255-T1-C	UniRef_unknown	0.0	0.0586419753086	0.0	0.0	0.0
SRS011132.128-T1-C	UniRef_unknown	0.0	0.0641025641026	0.0	0.0	0.0
SRS011132.302-T1-C	UniRef_unknown	0.0	0.0625	0.0	0.0	0.0
SRS011132.125-T1-C	UniRef_unknown	0.0	0.0775862068966	0.0	0.0	0.0
SRS011132.262-T1-C	UniRef_unknown	0.0	0.0674486803519	0.0	0.0	0.0
SRS011132.167-T1-C	UniRef_unknown	0.0	0.0992063492063	0.0	0.0	0.0
SRS011132.266-T1-C	UniRef_unknown	0.0	0.0749279538905	0.0	0.0	0.0
SRS011132.267-T1-C	UniRef_unknown	0.0	0.0574712643678	0.0	0.0	0.0
SRS011132.116-T1-C	UniRef_unknown	0.0	0.0695652173913	0.0	0.0	0.0
SRS011132.173-T1-C	UniRef_unknown	0.0	0.105058365759	0.0	0.0	0.0
SRS011132.118-T1-C	UniRef_unknown	0.0	0.047619047619	0.0	0.0	0.0
SRS011132.211-T1-C	UniRef_unknown	0.0	0.0782918149466	0.0	0.0	0.0
SRS011132.201-T1-C	UniRef_unknown	0.0	0.0772058823529	0.0	0.0	0.0
SRS011132.44-T1-C	UniRef_unknown	0.0	0.0913461538462	0.0	0.0	0.0
SRS011132.89-T1-C	UniRef_unknown	0.0	0.0639269406393	0.0	0.0	0.0
SRS011132.243-T1-C	UniRef_unknown	0.0	0.0684039087948	0.0	0.0	0.0
SRS011132.286-T1-C	UniRef_unknown	0.0	0.0710784313725	0.0	0.0	0.0
SRS011132.241-T1-C	UniRef_unknown	0.0	0.0688524590164	0.0	0.0	0.0
SRS011132.43-T1-C	UniRef_unknown	0.0	0.0865384615385	0.0	0.0	0.0
SRS011132.197-T1-C	UniRef_unknown	0.0	0.0774907749077	0.0	0.0	0.0
SRS011132.294-T1-C	UniRef_unknown	0.0	0.082788671024	0.0	0.0	0.0
SRS011132.98-T1-C	UniRef_unknown	0.0	0.0896860986547	0.0	0.0	0.0
SRS011132.148-T1-C	UniRef_unknown	0.0	0.0905349794239	0.0	0.0	0.0
SRS011132.264-T1-C	UniRef_unknown	0.0	0.0838150289017	0.0	0.0	0.0
SRS011132.95-T1-C	UniRef_unknown	0.0	0.0900900900901	0.0	0.0	0.0
SRS011132.12-T1-C	UniRef_unknown	0.0	0.07	0.0	0.0	0.0
SRS011132.298-T1-C	UniRef_unknown	0.0	0.0712871287129	0.0	0.0	0.0
SRS011132.139-T1-C	UniRef_unknown	0.0	0.0753138075314	0.0	0.0	0.0
SRS011132.81-T1-C	UniRef_unknown	0.0	0.0825688073394	0.0	0.0	0.0
SRS011132.46-T1-C	UniRef_unknown	0.0	0.0817307692308	0.0	0.0	0.0
SRS011132.10-T1-C	UniRef_unknown	0.0	0.0974658869396	0.0	0.0	0.0
SRS011132.96-T1-C	UniRef_unknown	0.0	0.067264573991	0.0	0.0	0.0
SRS011132.51-T1-C	UniRef_unknown	0.0	0.0717703349282	0.0	0.0	0.0
SRS011132.180-T1-C	UniRef_unknown	0.0	0.0846153846154	0.0	0.0	0.0
SRS011132.240-T1-C	UniRef_unknown	0.0	0.0688524590164	0.0	0.0	0.0
SRS011132.124-T1-C	UniRef_unknown	0.0	0.0775862068966	0.0	0.0	0.0
SRS011132.163-T1-C	UniRef_unknown	0.0	0.0916334661355	0.0	0.0	0.0
SRS011132.177-T1-C	UniRef_unknown	0.0	0.0656370656371	0.0	0.0	0.0
SRS011132.187-T1-C	UniRef_unknown	0.0	0.0905660377358	0.0	0.0	0.0
SRS011132.308-T1-C	UniRef_unknown	0.0	0.0867430441899	0.0	0.0	0.0
SRS011132.214-T1-C	UniRef_unknown	0.0	0.0812720848057	0.0	0.0	0.0
SRS011132.174-T1-C	UniRef_unknown	0.0	0.093023255814	0.0	0.0	0.0
SRS011132.60-T1-C	UniRef_unknown	0.0	0.0516431924883	0.0	0.0	0.0
SRS011132.18-T1-C	UniRef_unknown	0.0	0.0796019900498	0.0	0.0	0.0
SRS011132.40-T1-C	UniRef_unknown	0.0	0.0772946859903	0.0	0.0	0.0
SRS011132.64-T1-C	UniRef_unknown	0.0	0.0747663551402	0.0	0.0	0.0
SRS011132.123-T1-C	UniRef_unknown	0.0	0.0905172413793	0.0	0.0	0.0
SRS011132.106-T1-C	UniRef_unknown	0.0	0.0616740088106	0.0	0.0	0.0
SRS011132.190-T1-C	UniRef_unknown	0.0	0.0977443609023	0.0	0.0	0.0
SRS011132.206-T1-C	UniRef_unknown	0.0	0.0579710144928	0.0	0.0	0.0
SRS011132.31-T1-C	UniRef_unknown	0.0	0.093137254902	0.0	0.0	0.0
SRS011132.74-T1-C	UniRef_unknown	0.0	0.0740740740741	0.0	0.0	0.0
SRS011132.179-T1-C	UniRef_unknown	0.0	0.0769230769231	0.0	0.0	0.0
SRS011132.157-T1-C	UniRef_unknown	0.0	0.0813008130081	0.0	0.0	0.0
SRS011132.36-T1-C	UniRef_unknown	0.0	0.0825242718447	0.0	0.0	0.0
SRS011132.68-T1-C	UniRef_unknown	0.0	0.046511627907	0.0	0.0	0.0
SRS011132.172-T1-C	UniRef_unknown	0.0	0.0703125	0.0	0.0	0.0
SRS011132.315-T1-C	UniRef_unknown	0.0	0.112453531599	0.0	0.0	0.0
SRS011132.112-T1-C	UniRef_unknown	0.0	0.061135371179	0.0	0.0	0.0
SRS011132.133-T1-C	UniRef_unknown	0.0	0.084388185654	0.0	0.0	0.0
SRS011132.183-T1-C	UniRef_unknown	0.0	0.110687022901	0.0	0.0	0.0
SRS011132.229-T1-C	UniRef_unknown	0.0	0.0805369127517	0.0	0.0	0.0
SRS011132.282-T1-C	UniRef_unknown	0.0	0.0651041666667	0.0	0.0	0.0
SRS011132.199-T1-C	UniRef_unknown	0.0	0.0661764705882	0.0	0.0	0.0
SRS011132.272-T1-C	UniRef_unknown	0.0	0.0878186968839	0.0	0.0	0.0
SRS011132.149-T1-C	UniRef_unknown	0.0	0.0860655737705	0.0	0.0	0.0
SRS011132.195-T1-C	UniRef_unknown	0.0	0.089219330855	0.0	0.0	0.0
SRS011132.100-T1-C	UniRef_unknown	0.0	0.106666666667	0.0	0.0	0.0
SRS011132.33-T1-C	UniRef_unknown	0.0	0.0882352941176	0.0	0.0	0.0
SRS011132.232-T1-C	UniRef_unknown	0.0	0.0836120401338	0.0	0.0	0.0
SRS011132.85-T1-C	UniRef_unknown	0.0	0.0776255707763	0.0	0.0	0.0
SRS011132.42-T1-C	UniRef_unknown	0.0	0.0821256038647	0.0	0.0	0.0
SRS011132.237-T1-C	UniRef_unknown	0.0	0.0761589403974	0.0	0.0	0.0
SRS011132.254-T1-C	UniRef_unknown	0.0	4.37151702786	0.0	0.0	0.0
SRS011132.165-T1-C	UniRef_unknown	0.0	0.0597609561753	0.0	0.0	0.0
SRS011132.170-T1-C	UniRef_unknown	0.0	0.0592885375494	0.0	0.0	0.0
SRS011132.227-T1-C	UniRef_unknown	0.0	0.0641891891892	0.0	0.0	0.0
SRS011132.280-T1-C	UniRef_unknown	0.0	0.0984042553191	0.0	0.0	0.0
SRS011132.291-T1-C	UniRef_unknown	0.0	0.0821596244131	0.0	0.0	0.0
SRS011132.306-T1-C	UniRef_unknown	0.0	0.0762564991334	0.0	0.0	0.0
SRS011132.3-T1-C	UniRef_unknown	0.0	0.0738916256158	0.0	0.0	0.0
SRS011132.226-T1-C	UniRef_unknown	0.0	0.108108108108	0.0	0.0	0.0
SRS011132.121-T1-C	UniRef_unknown	0.0	0.0735930735931	0.0	0.0	0.0
SRS011132.203-T1-C	UniRef_unknown	0.0	0.0547445255474	0.0	0.0	0.0
SRS011132.101-T1-C	UniRef_unknown	0.0	0.0755555555556	0.0	0.0	0.0
SRS011132.99-T1-C	UniRef_unknown	0.0	0.0762331838565	0.0	0.0	0.0
SRS011132.47-T1-C	UniRef_unknown	0.0	0.0865384615385	0.0	0.0	0.0
SRS011132.207-T1-C	UniRef_unknown	0.0	0.108303249097	0.0	0.0	0.0
SRS011132.219-T1-C	UniRef_unknown	0.0	0.103448275862	0.0	0.0	0.0
SRS011132.158-T1-C	UniRef_unknown	0.0	0.0483870967742	0.0	0.0	0.0
SRS011132.88-T1-C	UniRef_unknown	0.0	0.0639269406393	0.0	0.0	0.0
SRS011132.130-T1-C	UniRef_unknown	0.0	0.0765957446809	0.0	0.0	0.0
SRS011132.119-T1-C	UniRef_unknown	0.0	0.047619047619	0.0	0.0	0.0
SRS011132.222-T1-C	UniRef_unknown	0.0	0.0580204778157	0.0	0.0	0.0
SRS011132.146-T1-C	UniRef_unknown	0.0	0.0781893004115	0.0	0.0	0.0
SRS011132.258-T1-C	UniRef_unknown	0.0	0.0604229607251	0.0	0.0	0.0
SRS011132.63-T1-C	UniRef_unknown	0.0	0.0700934579439	0.0	0.0	0.0
SRS011132.11-T1-C	UniRef_unknown	0.0	0.065	0.0	0.0	0.0
SRS011132.265-T1-C	UniRef_unknown	0.0	0.0634005763689	0.0	0.0	0.0
SRS011132.111-T1-C	UniRef_unknown	0.0	0.061135371179	0.0	0.0	0.0
SRS011132.29-T1-C	UniRef_unknown	0.0	0.0735294117647	0.0	0.0	0.0
SRS011132.39-T1-C	UniRef_unknown	0.0	0.0825242718447	0.0	0.0	0.0
SRS011132.234-T1-C	UniRef_unknown	0.0	0.142857142857	0.0	0.0	0.0
SRS011132.188-T1-C	UniRef_unknown	0.0	0.0830188679245	0.0	0.0	0.0
SRS011132.76-T1-C	UniRef_unknown	0.0	0.0740740740741	0.0	0.0	0.0
SRS011132.198-T1-C	UniRef_unknown	0.0	0.0848708487085	0.0	0.0	0.0
SRS011132.127-T1-C	UniRef_unknown	0.0	0.0729613733906	0.0	0.0	0.0
SRS011132.235-T1-C	UniRef_unknown	0.0	0.0662251655629	0.0	0.0	0.0
SRS011132.205-T1-C	UniRef_unknown	0.0	0.0797101449275	0.0	0.0	0.0
SRS011132.192-T1-C	UniRef_unknown	0.0	0.0711610486891	0.0	0.0	0.0
SRS011132.209-T1-C	UniRef_unknown	0.0	0.0611510791367	0.0	0.0	0.0
SRS011132.250-T1-C	UniRef_unknown	0.0	0.06875	0.0	0.0	0.0
SRS011132.274-T1-C	UniRef_unknown	0.0	0.0672268907563	0.0	0.0	0.0
SRS011132.221-T1-C	UniRef_unknown	0.0	0.0582191780822	0.0	0.0	0.0
SRS011132.78-T1-C	UniRef_unknown	0.0	0.0509259259259	0.0	0.0	0.0
SRS011132.37-T1-C	UniRef_unknown	0.0	0.0825242718447	0.0	0.0	0.0
SRS011132.72-T1-C	UniRef_unknown	0.0	0.0744186046512	0.0	0.0	0.0
SRS011132.144-T1-C	UniRef_unknown	0.0	0.0826446280992	0.0	0.0	0.0
